actionId,kind,postNum,sentenceId,sourceDisposition,sentenceStart,sentenceEnd,sentenceText,populationMembership,oldOccurrenceKeys,oldCategories,proposedPrimaryCategory,proposedSecondarySemantics,proposedReviewDispositions,recordsWithdrawn,withdrawReason,metadataTransferred,relationshipsPreserved,ruleCode,confidence,humanReviewRequired,beforeCountEffect,afterCountEffect,questionSideWasPartial
A-DQ-p4428-s002,DIRECTIVE_QUESTION_UNIFIED,4428,p4428-s002,q_authored,102,120,"Ask yourself, why?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,4428|directives|102|120 4428|questions|116|120,directives@102..120[EXACT] questions@116..120[PARTIAL],question,directive,,4428|questions|116|120,directive-wrapped question: the embedded partial span is superseded by the complete sentence,4428|directives|102|120 4428|questions|116|120,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p4553-s002,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s002,q_authored,125,142,Define 'Fascism'.,DIRECTIVE_QUESTION_220,4553|directives|125|142 4553|questions|125|142,directives@125..142[EXACT] questions@125..142[EXACT],directive,question,,,,4553|directives|125|142 4553|questions|125|142,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s004,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s004,q_authored,180,200,Define 'Censorship'.,DIRECTIVE_QUESTION_220,4553|directives|180|200 4553|questions|180|200,directives@180..200[EXACT] questions@180..200[EXACT],directive,question,,,,4553|directives|180|200 4553|questions|180|200,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s006,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s006,q_authored,252,271,Define 'Narrative'.,DIRECTIVE_QUESTION_220,4553|directives|252|271 4553|questions|252|271,directives@252..271[EXACT] questions@252..271[EXACT],directive,question,,,,4553|directives|252|271 4553|questions|252|271,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s008,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s008,q_authored,413,433,Define 'Projection'.,DIRECTIVE_QUESTION_220,4553|directives|413|433 4553|questions|413|433,directives@413..433[EXACT] questions@413..433[EXACT],directive,question,,,,4553|directives|413|433 4553|questions|413|433,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s011,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s011,q_authored,656,690,Define 'Psychological Projection'.,DIRECTIVE_QUESTION_220,4553|directives|656|690 4553|questions|656|690,directives@656..690[EXACT] questions@656..690[EXACT],directive,question,,,,4553|directives|656|690 4553|questions|656|690,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s013,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s013,q_authored,898,918,Define 'Narcissist'.,DIRECTIVE_QUESTION_220,4553|directives|898|918 4553|questions|898|918,directives@898..918[EXACT] questions@898..918[EXACT],directive,question,,,,4553|directives|898|918 4553|questions|898|918,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s015,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s015,q_authored,1101,1116,Define 'Dogma'.,DIRECTIVE_QUESTION_220,4553|directives|1101|1116 4553|questions|1101|1116,directives@1101..1116[EXACT] questions@1101..1116[EXACT],directive,question,,,,4553|directives|1101|1116 4553|questions|1101|1116,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s017,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s017,q_authored,1195,1215,Define 'Aggression'.,DIRECTIVE_QUESTION_220,4553|directives|1195|1215 4553|questions|1195|1215,directives@1195..1215[EXACT] questions@1195..1215[EXACT],directive,question,,,,4553|directives|1195|1215 4553|questions|1195|1215,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s019,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s019,q_authored,1293,1314,Define 'Suppression'.,DIRECTIVE_QUESTION_220,4553|directives|1293|1314 4553|questions|1293|1314,directives@1293..1314[EXACT] questions@1293..1314[EXACT],directive,question,,,,4553|directives|1293|1314 4553|questions|1293|1314,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4553-s024,DIRECTIVE_QUESTION_UNIFIED,4553,p4553-s024,q_authored,1571,1588,Define 'Realism'.,DIRECTIVE_QUESTION_220,4553|directives|1571|1588 4553|questions|1571|1588,directives@1571..1588[EXACT] questions@1571..1588[EXACT],directive,question,,,,4553|directives|1571|1588 4553|questions|1571|1588,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4635-s028,DIRECTIVE_QUESTION_UNIFIED,4635,p4635-s028,q_authored,1791,1864,"Ask yourself, why are [D] party leaders refusing to condemn the violence?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,4635|directives|1791|1864 4635|questions|1805|1864,directives@1791..1864[EXACT] questions@1805..1864[PARTIAL],question,directive,,4635|questions|1805|1864,directive-wrapped question: the embedded partial span is superseded by the complete sentence,4635|directives|1791|1864 4635|questions|1805|1864,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p4635-s029,DIRECTIVE_QUESTION_UNIFIED,4635,p4635-s029,q_authored,1865,1941,"Ask yourself, why are [D] party leaders refusing to seek a unified republic?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,4635|directives|1865|1941 4635|questions|1879|1941,directives@1865..1941[EXACT] questions@1879..1941[PARTIAL],question,directive,,4635|questions|1879|1941,directive-wrapped question: the embedded partial span is superseded by the complete sentence,4635|directives|1865|1941 4635|questions|1879|1941,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p4685-s008,DIRECTIVE_QUESTION_UNIFIED,4685,p4685-s008,q_authored,507,529,Define 'indoctrinate'.,DIRECTIVE_QUESTION_220,4685|directives|507|529 4685|questions|507|529,directives@507..529[EXACT] questions@507..529[EXACT],directive,question,,,,4685|directives|507|529 4685|questions|507|529,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0479-s005,DIRECTIVE_QUESTION_UNIFIED,479,p0479-s005,q_authored,141,168,List the leadership in AUS.,DIRECTIVE_QUESTION_220,479|directives|141|168 479|questions|141|168,directives@141..168[EXACT] questions@141..168[EXACT],directive,question,,,,479|directives|141|168 479|questions|141|168,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p4958-s008,DIRECTIVE_QUESTION_UNIFIED,4958,p4958-s008,q_authored,184,199,Define 'Plant'.,DIRECTIVE_QUESTION_220,4958|directives|184|199 4958|questions|184|199,directives@184..199[EXACT] questions@184..199[EXACT],directive,question,,,,4958|directives|184|199 4958|questions|184|199,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0524-s012,DIRECTIVE_QUESTION_UNIFIED,524,p0524-s012,q_authored,330,340,Reconcile?,DIRECTIVE_QUESTION_220,524|directives|330|340 524|questions|330|340,directives@330..340[EXACT] questions@330..340[EXACT],question,directive,,,,524|directives|330|340 524|questions|330|340,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,false
A-DQ-p0053-s000,DIRECTIVE_QUESTION_UNIFIED,53,p0053-s000,q_authored,0,34,List out all who have foundations.,DIRECTIVE_QUESTION_220,53|directives|0|34 53|questions|0|34,directives@0..34[EXACT] questions@0..34[EXACT],directive,question,,,,53|directives|0|34 53|questions|0|34,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0641-s003,DIRECTIVE_QUESTION_UNIFIED,641,p0641-s003,q_authored,83,95,Define heel.,DIRECTIVE_QUESTION_220,641|directives|83|95 641|questions|83|95,directives@83..95[EXACT] questions@83..95[EXACT],directive,question,,,,641|directives|83|95 641|questions|83|95,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0071-s009,DIRECTIVE_QUESTION_UNIFIED,71,p0071-s009,q_authored,207,230,Define cash laundering.,DIRECTIVE_QUESTION_220,71|directives|207|230 71|questions|207|230,directives@207..230[EXACT] questions@207..230[EXACT],directive,question,,,,71|directives|207|230 71|questions|207|230,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0725-s000,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s000,q_authored,9,72,"Ask yourself, why is NK participating in the O-games this year?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|9|72 725|questions|23|72,directives@9..72[EXACT] questions@23..72[PARTIAL],question,directive,,725|questions|23|72,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|9|72 725|questions|23|72,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s001,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s001,q_authored,74,117,"Ask yourself, why is the 'sister' w/ Pence?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|74|117 725|questions|88|117,directives@74..117[EXACT] questions@88..117[PARTIAL],question,directive,,725|questions|88|117,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|74|117 725|questions|88|117,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s002,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s002,q_authored,118,201,"Ask yourself, if controlled, how might you protect yourself and look for a way out?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|118|201 725|questions|132|201,directives@118..201[EXACT] questions@132..201[PARTIAL],question,directive,,725|questions|132|201,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|118|201 725|questions|132|201,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s003,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s003,q_authored,202,238,"Ask yourself, what is a distraction?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|202|238 725|questions|216|238,directives@202..238[EXACT] questions@216..238[PARTIAL],question,directive,,725|questions|216|238,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|202|238 725|questions|216|238,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s004,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s004,q_authored,239,300,"Ask yourself, why did Korea come together as a country v N&S?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|239|300 725|questions|253|300,directives@239..300[EXACT] questions@253..300[PARTIAL],question,directive,,725|questions|253|300,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|239|300 725|questions|253|300,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s005,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s005,q_authored,301,374,"Ask yourself, what occurred in Asia (ref pics) just prior to the O-games?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|301|374 725|questions|315|374,directives@301..374[EXACT] questions@315..374[PARTIAL],question,directive,,725|questions|315|374,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|301|374 725|questions|315|374,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s006,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s006,q_authored,375,410,"Ask yourself, what does FREED mean?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|375|410 725|questions|389|410,directives@375..410[EXACT] questions@389..410[PARTIAL],question,directive,,725|questions|389|410,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|375|410 725|questions|389|410,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s007,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s007,q_authored,411,442,"Ask yourself, do we want a WAR?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|411|442 725|questions|425|442,directives@411..442[EXACT] questions@425..442[PARTIAL],question,directive,,725|questions|425|442,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|411|442 725|questions|425|442,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s008,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s008,q_authored,443,486,"Ask yourself, who is trying to start a WAR?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|443|486 725|questions|457|486,directives@443..486[EXACT] questions@457..486[PARTIAL],question,directive,,725|questions|457|486,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|443|486 725|questions|457|486,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s009,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s009,q_authored,487,570,"Ask yourself, if a missile was launched by rogue actors, what would be the purpose?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|487|570 725|questions|501|570,directives@487..570[EXACT] questions@501..570[PARTIAL],question,directive,,725|questions|501|570,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|487|570 725|questions|501|570,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0725-s010,DIRECTIVE_QUESTION_UNIFIED,725,p0725-s010,q_authored,571,627,"Ask yourself, what would/should immediately start a WAR?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,725|directives|571|627 725|questions|585|627,directives@571..627[EXACT] questions@585..627[PARTIAL],question,directive,,725|questions|585|627,directive-wrapped question: the embedded partial span is superseded by the complete sentence,725|directives|571|627 725|questions|585|627,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0732-s010,DIRECTIVE_QUESTION_UNIFIED,732,p0732-s010,q_authored,528,552,Define money laundering.,DIRECTIVE_QUESTION_220,732|directives|528|552 732|questions|528|552,directives@528..552[EXACT] questions@528..552[EXACT],directive,question,,,,732|directives|528|552 732|questions|528|552,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0732-s011,DIRECTIVE_QUESTION_UNIFIED,732,p0732-s011,q_authored,553,579,Define the word 'Traitor'.,DIRECTIVE_QUESTION_220,732|directives|553|579 732|questions|553|579,directives@553..579[EXACT] questions@553..579[EXACT],directive,question,,,,732|directives|553|579 732|questions|553|579,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0077-s010,DIRECTIVE_QUESTION_UNIFIED,77,p0077-s010,q_authored,218,241,Define cash laundering.,DIRECTIVE_QUESTION_220,77|directives|218|241 77|questions|218|241,directives@218..241[EXACT] questions@218..241[EXACT],directive,question,,,,77|directives|218|241 77|questions|218|241,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0790-s011,DIRECTIVE_QUESTION_UNIFIED,790,p0790-s011,q_authored,176,191,DEFINE THE END?,DIRECTIVE_QUESTION_220,790|directives|176|191 790|questions|176|191,directives@176..191[EXACT] questions@176..191[EXACT],question,directive,,,,790|directives|176|191 790|questions|176|191,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,false
A-DQ-p0830-s012,DIRECTIVE_QUESTION_UNIFIED,830,p0830-s012,q_authored,347,365,Define false flag?,DIRECTIVE_QUESTION_220,830|directives|347|365 830|questions|347|365,directives@347..365[EXACT] questions@347..365[EXACT],question,directive,,,,830|directives|347|365 830|questions|347|365,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,false
A-DQ-p0856-s002,DIRECTIVE_QUESTION_UNIFIED,856,p0856-s002,q_authored,48,66,"Ask yourself, why?",DIRECTIVE_QUESTION_220 WRAPPED_PARTIAL_51,856|directives|48|66 856|questions|62|66,directives@48..66[EXACT] questions@62..66[PARTIAL],question,directive,,856|questions|62|66,directive-wrapped question: the embedded partial span is superseded by the complete sentence,856|directives|48|66 856|questions|62|66,question_directive,R1_INTERROGATIVE,MEDIUM,false,questions:-1 directives:-1,question:+1 primary · directive:+1 secondary,true
A-DQ-p0097-s001,DIRECTIVE_QUESTION_UNIFIED,97,p0097-s001,q_authored,13,20,Define.,DIRECTIVE_QUESTION_220,97|directives|13|20 97|questions|13|20,directives@13..20[EXACT] questions@13..20[EXACT],directive,question,,,,97|directives|13|20 97|questions|13|20,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0097-s011,DIRECTIVE_QUESTION_UNIFIED,97,p0097-s011,q_authored,182,197,Define hostage.,DIRECTIVE_QUESTION_220,97|directives|182|197 97|questions|182|197,directives@182..197[EXACT] questions@182..197[EXACT],directive,question,,,,97|directives|182|197 97|questions|182|197,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0097-s012,DIRECTIVE_QUESTION_UNIFIED,97,p0097-s012,q_authored,198,214,Define leverage.,DIRECTIVE_QUESTION_220,97|directives|198|214 97|questions|198|214,directives@198..214[EXACT] questions@198..214[EXACT],directive,question,,,,97|directives|198|214 97|questions|198|214,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
A-DQ-p0099-s003,DIRECTIVE_QUESTION_UNIFIED,99,p0099-s003,q_authored,45,52,Define.,DIRECTIVE_QUESTION_220,99|directives|45|52 99|questions|45|52,directives@45..52[EXACT] questions@45..52[EXACT],directive,question,,,,99|directives|45|52 99|questions|45|52,question_directive,R2_IMPERATIVE,MEDIUM,false,questions:-1 directives:-1,directive:+1 primary · question:+1 secondary,false
