post,index,fullSentence,directivePhrase,religiousSegment,qAuthored,sourceType,currentClassification,proposedClassification,religious,ruling,reason
"4886","0","Follow the family.","Follow the family.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4893","0","DRAIN THE SWAMP.","DRAIN THE SWAMP.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4895","0","Apply logic and common sense.","Apply logic and common sense.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"49","0","Follow Sen Grassley.","Follow Sen Grassley.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"490","0","God bless each and every Patriot in the world.","God bless each and every Patriot in the world.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"490","1","Let FREEDOM RING.","Let FREEDOM RING.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4902","0","Buckle up!","Buckle up!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4908","0","YOU MUST SHOW THEM.","YOU MUST SHOW THEM.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4915","0","Have faith in Humanity.","Have faith in Humanity.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"4923","0","Find peace through prayer.","Find peace through prayer.","","true","q_post_body","Q Directive","Q Directive + Religion & Spirituality","true","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Q-authored religious command. Stays a Directive AND belongs to Religion & Spirituality."
"4923","1","Never give up the good fight.","Never give up the good fight.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4923","2","God bless you.","God bless you.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"493","0","Review the Congressional investigation on PP.","Review the Congressional investigation on PP.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"493","1","Be prepared for what you learn.","Be prepared for what you learn.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4938","0","PLEASE FIX THE BREAD AND TIDY UP THE SHIP.","PLEASE FIX THE BREAD AND TIDY UP THE SHIP.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"495","0","Mark as graphic material.","Mark as graphic material.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4951","0","Sometimes you must walk through the darkness before you see the light.","Sometimes you must walk through the darkness before you see the light.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4956","0","Remember your oath.","Remember your oath.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4958","0","Use your logic.","Use your logic.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4958","1","Define 'Plant'.","Define 'Plant'.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4958","2","Trust the plan.","Trust the plan.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4959","0","Think.","Think.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"496","0","Add to graphic.","Add to graphic.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4960","0","Watch carefully.","Watch carefully.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4960","1","Vote.","Vote.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4962","0","PUT AN END TO THE ENDLESS.","PUT AN END TO THE ENDLESS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4962","1","Repeat.","Repeat.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4963","0","Trust yourself.","Trust yourself.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4963","1","Focus.","Focus.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4963","2","FOCUS.","FOCUS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4963","3","Time to show the world.","Time to show the world.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4964","0","Be aware of false prophets.","Be aware of false prophets.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4964","1","Focus on the mission.","Focus on the mission.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"4966","0","Protect your DNA.","Protect your DNA.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"5","0","Follow the money, it's the key.","Follow the money, it's the key.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"5","1","Note this doesn't include massive slush funds that are pulled by several high ups.","Note this doesn't include massive slush funds that are pulled by several high ups.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"5","2","Have faith.","Have faith.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"50","0","Don't think of a single person.","Don't think of a single person.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"50","1","Think of a powerful entity.","Think of a powerful entity.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"504","0","LEARN OUR COMMS.","LEARN OUR COMMS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"506","0","Wind the CLOCK.","Wind the CLOCK.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"51","0","Rest assured POTUS is backed by the absolute finest people alive who are all dedicated to the eradication evil and corruption from the US/World.","Rest assured POTUS is backed by the absolute finest people alive who are all dedicated to the eradication evil and corruption from the US/World.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"51","1","Find peace.","Find peace.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"51","2","God bless and be safe.","stay safe","God bless","true","q_post_body","Q Directive","Q Directive + Religion & Spirituality (segmented)","true","SPLIT_MIXED_SENTENCE","One sentence carries a blessing and a real instruction. Keep the complete sentence as the highlight; store the segments as metadata."
"510","0","Learn.","Learn.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"513","0","NO private comms past/present/future.","NO private comms past/present/future.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"513","1","NO comms made outside of this platform.","NO comms made outside of this platform.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"513","2","Any claims that contradict the above should be considered FAKE NEWS and disregarded immediately.","Any claims that contradict the above should be considered FAKE NEWS and disregarded immediately.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"515","0","Suggest new board created.","Suggest new board created.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"517","0","Please begin migration.","Please begin migration.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"518","0","Be ready.","Be ready.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"52","0","Review BO's financial disclosure when he submitted pre-D election campaign.","Review BO's financial disclosure when he submitted pre-D election campaign.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"520","0","Think BDT.","Think BDT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"520","1","THINK BIG.","THINK BIG.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"520","2","THINK BIGGER.","THINK BIGGER.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"520","3","THINK BIGGEST.","THINK BIGGEST.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"520","4","Get smart, MAKE AMERICA GREAT AGAIN!","Get smart, MAKE AMERICA GREAT AGAIN!","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"520","5","FOCUS on POTUS' Tweet above.","FOCUS on POTUS' Tweet above.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"520","6","Think budget.","Think budget.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"520","7","FIND missing [3].","FIND missing [3].","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"521","0","Have FAITH - WE ARE IN CONTROL.","Have FAITH - WE ARE IN CONTROL.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"521","1","HAVE FAITH.","HAVE FAITH.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"521","2","USE IT - PROTECT AND COMFORT THOSE AROUND YOU.","USE IT - PROTECT AND COMFORT THOSE AROUND YOU.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"524","0","FOLLOW THE MONEY.","FOLLOW THE MONEY.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"524","1","FOCUS on loudest voices in WASH.","FOCUS on loudest voices in WASH.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"524","2","Reconcile?","Reconcile?","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"526","0","FOLLOW HIM AND FAMILY DOWN THE HOLE TO FIND MORE TRUTH.","FOLLOW HIM AND FAMILY DOWN THE HOLE TO FIND MORE TRUTH.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"529","0","Be READY.","Be READY.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"529","1","FIGHT, FIGHT, FIGHT.","FIGHT, FIGHT, FIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"53","0","List out all who have foundations.","List out all who have foundations.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"53","1","Analyze the filings.","Analyze the filings.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"530","0","Show: Future PROVES Past.","Show: Future PROVES Past.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"532","0","SHOW the WORLD.","SHOW the WORLD.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"532","1","SHOW the WORLD the TRUTH.","SHOW the WORLD the TRUTH.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"532","2","OPEN THEIR EYES.","OPEN THEIR EYES.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"532","3","DON'T LET POTUS SUFFER FROM THE SOROS/LOSER BOTS THAT CONTINUALLY FLOOD.","DON'T LET POTUS SUFFER FROM THE SOROS/LOSER BOTS THAT CONTINUALLY FLOOD.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"532","4","MAKE THE FAKE NEWS AWARDS YOUR 1ST ORGANIZED TWEET STORM DAY.","MAKE THE FAKE NEWS AWARDS YOUR 1ST ORGANIZED TWEET STORM DAY.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"533","0","STAND UP PATRIOTS.","STAND UP PATRIOTS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"533","1","STAND UP AND DEFEND WHAT YOU KNOW IS RIGHT.","STAND UP AND DEFEND WHAT YOU KNOW IS RIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"533","2","GOD BLESS YOU AND GOD BLESS THE UNITED STATES OF AMERICA.","GOD BLESS YOU AND GOD BLESS THE UNITED STATES OF AMERICA.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"534","0","START HERE.","START HERE.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"537","0","TRUST SESSIONS.","TRUST SESSIONS.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"537","1","Think logically.","Think logically.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"537","2","DO NOT chase MISINFO.","DO NOT chase MISINFO.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"538","0","BEWARE of MAJOR FALSE FLAG attempts this week.","BEWARE of MAJOR FALSE FLAG attempts this week.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"538","1","KNOW your surroundings.","KNOW your surroundings.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"538","2","TRUST.","TRUST.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"539","0","Think logically.","Think logically.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"542","0","Fight, Fight, Fight.","Fight, Fight, Fight.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"542","1","DEMAND public disclosure.","DEMAND public disclosure.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"542","2","BE LOUD.","BE LOUD.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"542","3","BE HEARD.","BE HEARD.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"55","0","Look to Twitter:","Look to Twitter:","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"55","1","God bless.","God bless.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"551","0","Reconcile.","Reconcile.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"553","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"556","0","Have FAITH, Patriot.","Have FAITH, Patriot.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_STATEMENT_OR_HEADING","Religious, but declarative — a statement, slogan or label rather than an instruction."
"562","0","Remember THIS DAY.","Remember THIS DAY.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"563","0","Think MEMO.","Think MEMO.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"563","1","LEARN!","LEARN!","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"563","2","STAY STRONG.","STAY STRONG.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"563","3","STAY TOGETHER.","STAY TOGETHER.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"563","4","FIGHT, FIGHT, FIGHT.","FIGHT, FIGHT, FIGHT.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"564","0","Fight, Fight, Fight.","Fight, Fight, Fight.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"566","0","Read the #Memo.","Read the #Memo.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"566","1","Release coming.","Release coming.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"566","2","Make sure to learn Russian.","Make sure to learn Russian.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"568","0","TRUST.","TRUST.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"570","0","Cut funding to Mil","Cut funding to Mil","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"570","1","Launch 'good guy' takedown (internal remove) - Valerie Jarrett (sniffer)","Launch 'good guy' takedown (internal remove) - Valerie Jarrett (sniffer)","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"570","2","Open border (flood illegals: D win) ISIS/MS13 fund/install (fear, targeting/removal, domestic-assets etc.)","Open border (flood illegals: D win) ISIS/MS13 fund/install (fear, targeting/removal, domestic-assets etc.)","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"570","3","Open borders","Open borders","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"570","4","Fight, Fight, Fight.","Fight, Fight, Fight.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"571","0","FEAR the STORM.","FEAR the STORM.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"577","0","Expand your thinking.","Expand your thinking.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"585","0","TRUST Adm R.","TRUST Adm R.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"586","0","Be careful what you wish for.","Be careful what you wish for.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"586","1","Think logically.","Think logically.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"586","2","Forget the Russia set up [1 of 22].","Forget the Russia set up [1 of 22].","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"586","3","If you are religious, PRAY.","If you are religious, PRAY.","","true","q_post_body","Q Directive","Q Directive + Religion & Spirituality","true","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Q-authored religious command. Stays a Directive AND belongs to Religion & Spirituality."
"587","0","PRAY.","PRAY.","","true","q_post_body","Q Directive","Q Directive + Religion & Spirituality","true","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","Q-authored religious command. Stays a Directive AND belongs to Religion & Spirituality."
"59","0","Remember, information is everything, the flow of information is no longer controlled by the MSM but by you/others.","Remember, information is everything, the flow of information is no longer controlled by the MSM but by you/others.","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"59","1","Combine all posts and analyze.","Combine all posts and analyze.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"592","0","Archive.","Archive.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"592","1","Eyes on.","Eyes on.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"599","0","Do not glorify us.","Do not glorify us.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"6","0","Follow Huma tomorrow.","Follow Huma tomorrow.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"6","1","Focus on Military Intelligence/ State Secrets and why might that be used vs any three letter agency","Focus on Military Intelligence/ State Secrets and why might that be used vs any three letter agency","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"6","2","Don't fool yourself into thinking Obama, Soros, Roth's, Clinton's etc have more power present day than POTUS.","Don't fool yourself into thinking Obama, Soros, Roth's, Clinton's etc have more power present day than POTUS.","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","false","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"6","3","Follow the money, it's the key.","Follow the money, it's the key.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"6","4","Note this doesn't include massive slush funds that are pulled by several high ups.","Note this doesn't include massive slush funds that are pulled by several high ups.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"6","5","Again, there are a lot more good people than bad so have faith.","Again, there are a lot more good people than bad so have faith.","","false","quoted_or_third_party","Q Directive","Removed from Q Directives","true","REMOVE_QUOTED_OR_THIRD_PARTY","The command belongs to an Anonymous post, article, letter, image or screenshot quoted by Q."
"603","0","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","","true","q_post_body","Q Directive","Removed from Q Directives","true","REMOVE_BLESSING_OR_VALEDICTION","A blessing, greeting or closing — it instructs no one."
"609","0","Re-read crumbs.","Re-read crumbs.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"61","0","Please refer back and collect my crumbs.","Please refer back and collect my crumbs.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"61","1","Expect outages periodically (infiltrated).","Expect outages periodically (infiltrated).","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"610","0","Read slowly and carefully.","Read slowly and carefully.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"610","1","Continue to track those who are resigning across all platforms.","Continue to track those who are resigning across all platforms.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"617","0","Select news members / journalists are vital to delivering the message (as are YOU).","Select news members / journalists are vital to delivering the message (as are YOU).","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"617","1","Imagine if these people were removed.","Imagine if these people were removed.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"617","2","Re-read past crumbs re: security.","Re-read past crumbs re: security.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"618","0","Think nuclear stand-off.","Think nuclear stand-off.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"619","0","Note the last drops on the other board.","Note the last drops on the other board.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"619","1","Think logically.","Think logically.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"619","2","Refer to past crumbs.","Refer to past crumbs.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"621","0","Let that sink in.","Let that sink in.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"622","0","Time to play, Dopey.","Time to play, Dopey.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"623","0","Think others.","Think others.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"63","0","Make no mistake, you are on the losing side.","Make no mistake, you are on the losing side.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"630","0","Set the TRUTH FREE.","Set the TRUTH FREE.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"631","0","Watch the news.","Watch the news.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"631","1","Stop taking the sleeping pill.","Stop taking the sleeping pill.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
"632","0","TRUST THE MISSION.","TRUST THE MISSION.","","true","q_post_body","Q Directive","Q Directive","false","KEEP_Q_DIRECTIVE","Q instructs or urges the reader directly."
