post_number,confidence,full_source_sentence,current_category,proposed_category,rejection_reason,source_type,recovered_canonical_sentence
"533","RED","WE, THE PEOPLE, ARE TAKING BACK OUR COUNTRY (& WORLD) FROM THE EVIL LOSERS WHO WOULD DO US HARM (ALL FOR A BUCK).","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"537","RED","EVIL everywhere.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"537","RED","SC: AXIS OF EVIL can & will return FIRE [is].","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"586","RED","We haven’t started the drops re: human trafficking / sacrifices [yet][worst].","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"586","RED","Nobody can possibly imagine the pure evil and corruption out there.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"626","RED","Public to awaken [mass-start].","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"632","RED","Conspiracy PUSH/LABEL [awake]?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"632","RED","SHEEP.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"645","RED","JC Tweet Translation: Special Agent Andrew McCabe stood tall over the last 8 months [DO NOT TALK], when small people [SHEEP] were trying to tear down an institution we all depend on [COVER].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"666","RED","These people are EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"666","RED","Still don't believe you are SHEEP to them?","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"667","RED","These people are EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"667","RED","Still don't believe you are SHEEP to them?","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"677","RED","Barlow knew that new technology could create and empower evil as much as it could create and empower good.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"694","RED","Sheep.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"703","RED","We will forever remember your sacrifice.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"703","RED","May you look down from above and continue to guide us as we ring the bell of FREEDOM and destroy those who wish to sacrifice our children, our way of life, and our world.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"748","RED","Think sheep.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"749","RED","controlling the crops, controls the people (sheep)","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"759","RED","Do you believe in EVIL?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"813","RED","SHEEP.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"833","RED","You are SHEEP to them.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"833","RED","Pawns to be sacrificed.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"854","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"854","RED","EVIL surrounds us.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"855","RED","Pure EVIL.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"909","RED","EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"923","RED","They thought the SHEEP would follow the STARS.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"924","RED","Their weapon against the awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"924","RED","They thought the SHEEP would follow the STARS.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"925","RED","EVIL is everywhere.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"925","RED","Good vs Evil.","Good versus evil; Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"953","RED","They openly call you SHEEP/CATTLE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"953","RED","PUBLIC AWAKENING.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"992","RED","AWAKENING.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"993","RED","AWAKENING.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"997","RED","Those who backed him will be pushed into the LIGHT>","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"997","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1001","RED","Sacrifice.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1001","RED","Pure EVIL.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1010","RED","SHEEP.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1011","RED","ARE YOU AWAKE?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1011","RED","SHEEP.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1012","RED","Their sacrifice will never be forgotten.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1012","RED","ARE YOU AWAKE?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1013","RED","Their sacrifice will never be forgotten.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1049","RED","Are you awake?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1069","RED","Those awake can see.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1085","RED","Those awake can finally SEE for themselves.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1086","RED","Those awake can finally SEE for themselves.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1174","RED","Attempt to prevent drops / awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1175","RED","Attempt to prevent drops / awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1176","RED","Good vs Evil is real.","Good versus evil; Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1179","RED","Are you awake?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1224","RED","Coordinated - the ""Awakening.""","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1233","RED","Lost now (awakening).","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1238","RED","EVIL & CORRUPTION.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1242","RED","The world is awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1243","RED","The world is awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1259","RED","This is about taking back our FREEDOM and saving our children/people from the EVIL that has plagued our country/world for so long.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1261","RED","Stay awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1266","RED","Acts so sick & evil conspiracy push / fake reality almost always wins.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1267","RED","Acts so sick & evil conspiracy push / fake reality almost always wins.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1269","RED","Are you awake?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1269","RED","Do you SEE the EVIL?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1269","RED","Are you a SHEEP?","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1272","RED","We haven’t started the drops re: human trafficking / sacrifices [yet][worst].","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Text visible in attached screenshot of an earlier Q post",""
"1272","RED","Nobody can possibly imagine the pure evil and corruption out there.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Text visible in attached screenshot of an earlier Q post",""
"1295","RED","Patriots make sacrifices.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1295","RED","Some, the ultimate sacrifice.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1296","RED","Patriots make sacrifices.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1296","RED","Some, the ultimate sacrifice.","Sacrifice language","Q Claims or Statements/Headings — civic/military sacrifice","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1320","RED","Today, EVIL lost control / leverage of Iran.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1343","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1369","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1373","RED","EVIL everywhere.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1374","RED","I dont know how these people keep thrusting themselves into the spotlight when they are pure evil","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1399","RED","There is no bigger threat to 'them' than the public being awake and thinking for themselves.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1400","RED","There is no bigger threat to 'them' than the public being awake and thinking for themselves.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1440","RED","DARK TO LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1443","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1443","RED","GOOD vs. EVIL.","Good versus evil; Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1464","RED","Dark to Light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1468","RED","Dark to Light 1:07","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1489","RED","GOOD V EVIL.","Good versus evil; Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1494","RED","THIS IS LITERALLY EVIL KNOCKING.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1495","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1510","RED","There is so much evil and corruption it’s horrifying.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1512","RED","Not all are awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1512","RED","There is so much evil and corruption it’s horrifying.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1538","RED","CF Foundation [Nightmare Awake] [slush fund / children].","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1570","RED","People awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1571","RED","People awake.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1574","RED","They are evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1585","RED","Public awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1586","RED","Public awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1602","RED","The AMERICAN PEOPLE are AWAKE.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1602","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1603","RED","EVIL has no place here.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1603","RED","The AMERICAN PEOPLE are AWAKE.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1603","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1609","RED","ARE YOU AWAKE?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1610","RED","ARE YOU AWAKE?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1621","RED","When did we arrive to start the awakening?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1644","RED","Public awakening.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1644","RED","How do you remove evil in power unless you reveal the ultimate truth?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1644","RED","Sheep no more.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1646","RED","SHEEP FOLLOW BLINDLY.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1646","RED","DARK TO LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1646","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn, that mankind are more disposed to suffer, while evils are sufferable, than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1657","RED","Nothing is more powerful than the public being awake and collectively free-thinking / talking / etc.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1682","RED","Those awake see.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1688","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1700","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1701","RED","Prudence, indeed, will dictate that Governments long established should not be changed for light and transient causes; and accordingly all experience hath shewn that mankind are more disposed to suffer, while evils are sufferable than to right themselves by abolishing the forms to which they are accustomed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1712","RED","Your evil has no place in this world.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1735","RED","Evil has no boundaries.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1741","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1746","RED","HAVE YOU EVER WITNESSED A FORMER US PRESIDENT TRAVEL THE WORLD AHEAD/BEHIND OF THE CURRENT ATTEMPTING TO UNDO/THREATEN/HIDE/COVER UP PREV/CURRENT ILLEGAL/CORRUPT/EVIL EVENTS?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1746","RED","THOSE WHO YOU TRUST THE MOST ARE THE MOST EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1749","RED",">GOOD v EVIL","Good versus evil; Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1763","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1797","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1831","RED","Surrounded by EVIL.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1832","RED","PURE EVIL.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1870","RED","WELCOME TO THE AWAKENING.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1881","RED","PURE EVIL.","Evil / moral language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1887","RED","Dark to LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1895","RED","No that is no where near normal.. The Picture above her is Evil..","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"1926","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1936","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1955","RED","Dark to Light.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"1964","RED","Children are being kidnapped, tortured, raped, and sacrificed in the name of PURE EVIL.","Evil / moral language; Sacrifice language; Moral purity / corruption metaphor","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2030","RED","Are you awake?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2032","RED","When you are awake you can see CLEARLY.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2128","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2173","RED","DARK TO LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2181","RED","AWAKE?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2198","RED","DARK TO LIGHT.","Light / darkness metaphor","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2207","RED","THE AMERICAN PEOPLE (& OTHERS AROUND THE WORLD) ARE AWAKENING.","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2281","RED","EVIL BE GONE.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2282","RED","EVIL BE GONE.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2285","RED","Are you AWAKE?","Awake / awakening language","Religiously Derived Language / Historical Religious Allusion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2296","RED","These people are EVIL, SICK, & STUPID.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2297","RED","EVIL KNOWS NO BOUNDS.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2298","RED","GOOD V EVIL","Good versus evil; Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2303","RED","SHEEP NO MORE.","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2313","RED","This evil must be destroyed.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2314","RED","My injuries will be with it when we overthrow evil.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2345","RED","See EVIL in the face of FEINSTEIN?","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2358","RED","[HERD THE SHEEP]","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2358","RED","These people are EVIL, SICK, & STUPID.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2368","RED","Think [HERD SHEEP].","Shepherd / flock / sheep / wolves","Statements/Headings — metaphor","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
"2368","RED","These people are EVIL, SICK, & STUPID.","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Quoted/referenced post shown inside Q drop",""
"2381","RED","Exclude emotion and personal desire, instead use logic and critical thinking based on situational awareness [undo a lifetime of evil & corruption [infestation] in the span of less than 2 years w/ a corrupt DOJ & FBI in place?].","Evil / moral language","Statements/Headings or Q Claims — moral register, not religion","NOT RELIGIOUS — no religious referent in the sentence","Q post body",""
