postNum,recordId,occurrenceIndex,fullSentence,directivePhrase,religiousSegment,lineIndex,authorshipState,sourceType,originalPostNum,ruling,religious
"4530","4530#0","0","God bless each and every one of you.","God bless each and every one of you.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"4534","4534#0","0","Stand at the ready.","Stand at the ready.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4535","4535#0","0","Read again – digest.","Read again – digest.","","29","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4535","4535#1","1","THINK BLM PUSH EVERY 4-YEARS.","THINK BLM PUSH EVERY 4-YEARS.","","31","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4537","4537#0","0","Think 2020_P election +1.","Think 2020_P election +1.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4543","4543#0","0","Remember your oath.","Remember your oath.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4543","4543#1","1","Remember your mission.","Remember your mission.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4543","4543#2","2","Defend and protect at all costs.","Defend and protect at all costs.","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4543","4543#3","3","Appropriate action should be taken.","Appropriate action should be taken.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4545","4545#0","0","Think HRC install: [2+] Supreme Court Justices, 200+ judges, rogue elements expanded inside DOJ, FBI, CIA, NSA, WH, STATE, …….removal 2nd amendment, border etc. ……… America for sale: China, Russia, Iran, Syria…….ISIS & AL Q expansion…….expansion surv of domestic citizens…….modify/change voter rules and regulations allow illegals+ballot harvesting w/ SC backed liberal-social opinion………sell off of military to highest bidder to fight internal long-standing wars……..","Think HRC install: [2+] Supreme Court Justices, 200+ judges, rogue elements expanded inside DOJ, FBI, CIA, NSA, WH, STATE, …….removal 2nd amendment, border etc. ……… America for sale: China, Russia, Iran, Syria…….ISIS & AL Q expansion…….expansion surv of domestic citizens…….modify/change voter rules and regulations allow illegals+ballot harvesting w/ SC backed liberal-social opinion………sell off of military to highest bidder to fight internal long-standing wars……..","","9","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"4550","4550#0","0","Have faith in Humanity.","Have faith in Humanity.","","14","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4550","4550#1","1","Have faith in yourself.","Have faith in yourself.","","15","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4550","4550#2","2","Find peace through prayer.","Find peace through prayer.","","17","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","true"
"4550","4550#3","3","Fear not.","Fear not.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4550","4550#4","4","Let light guide you.","Let light guide you.","","16","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#0","0","Define 'Fascism'.","Define 'Fascism'.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#1","1","Define 'Censorship'.","Define 'Censorship'.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#2","2","Define 'Narrative'.","Define 'Narrative'.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#3","3","Define 'Projection'.","Define 'Projection'.","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#4","4","Define 'Psychological Projection'.","Define 'Psychological Projection'.","","11","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#5","5","Define 'Narcissist'.","Define 'Narcissist'.","","13","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#6","6","Define 'Dogma'.","Define 'Dogma'.","","15","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#7","7","Define 'Aggression'.","Define 'Aggression'.","","17","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#8","8","Define 'Suppression'.","Define 'Suppression'.","","19","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#9","9","Define 'Realism'.","Define 'Realism'.","","24","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4553","4553#10","10","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","","42","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"4555","4555#0","0","Start here:","Start here:","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4556","4556#0","0","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","Select [public discovery] topics are deemed and ranked in priority order [ranking determines use of assets [big-to-small]].","","4","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"4564","4564#0","0","Add to your playlist.","Add to your playlist.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4565","4565#0","0","Feed an addiction [controllable]","Feed an addiction [controllable]","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4566","4566#0","0","Do not think 'today' but rather 'after' today.","Do not think 'today' but rather 'after' today.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4566","4566#1","1","Have faith in Humanity.","Have faith in Humanity.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"457","457#0","0","Celebrate this SPECIAL day in a BIG way.","Celebrate this SPECIAL day in a BIG way.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"457","457#1","1","God bless you all.","God bless you all.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"4572","4572#0","0","Trust Dan.","Trust Dan.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"458","458#0","0","Please PRAY for those who would lay down their lives to protect our FREEDOM.","Please PRAY for those who would lay down their lives to protect our FREEDOM.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","true"
"458","458#1","1","God bless.","God bless.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"4580","4580#0","0","Have faith in Humanity.","Have faith in Humanity.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4585","4585#0","0","Think pawpaw.","Think pawpaw.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4587","4587#0","0","Prepare for zero-day [massive cyber-power] attacks [attempts] on 11.4.","Prepare for zero-day [massive cyber-power] attacks [attempts] on 11.4.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4588","4588#0","0","Do not give up the citizen investigation.","Do not give up the citizen investigation.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4588","4588#1","1","Have faith in Humanity.","Have faith in Humanity.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4593","4593#0","0","Have faith and trust in yourself.","Have faith and trust in yourself.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4598","4598#0","0","Follow for days ahead [DECLAS].","Follow for days ahead [DECLAS].","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4604","4604#0","0","Batten down the hatches.","Batten down the hatches.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4608","4608#0","0","God Bless America.","God Bless America.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"4618","4618#0","0","Do not mistake silence for inaction.","Do not mistake silence for inaction.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4620","4620#0","0","Test conditional limits of public acceptance [obey]","Test conditional limits of public acceptance [obey]","","37","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4620","4620#1","1","Test conditional limits of public non_acceptance","Test conditional limits of public non_acceptance","","38","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4620","4620#2","2","Test conditional limits of State authority [Gov-mayor]","Test conditional limits of State authority [Gov-mayor]","","39","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4620","4620#3","3","Test conditional limits of Media [social] censorship","Test conditional limits of Media [social] censorship","","40","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4622","4622#0","0","Ask yourself a very simple question -","Ask yourself a very simple question -","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4627","4627#0","0","Have Faith in Humanity.","Have Faith in Humanity.","","15","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4627","4627#1","1","Have Faith in Yourself.","Have Faith in Yourself.","","16","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4628","4628#0","0","Follow the logs.","Follow the logs.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4635","4635#0","0","Compare & Contrast","Compare & Contrast","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4635","4635#1","1","Ask yourself, why are [D] party leaders refusing to condemn the violence?","Ask yourself, why are [D] party leaders refusing to condemn the violence?","","28","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4635","4635#2","2","Ask yourself, why are [D] party leaders refusing to seek a unified republic?","Ask yourself, why are [D] party leaders refusing to seek a unified republic?","","29","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4636","4636#0","0","Keep faith in Humanity.","Keep faith in Humanity.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","true"
"4636","4636#1","1","Keep faith in Yourself.","Keep faith in Yourself.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","true"
"464","464#0","0","Follow the MONEY.","Follow the MONEY.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4640","4640#0","0","Challenge legally battleground [4].","Challenge legally battleground [4].","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4641","4641#0","0","You must show them.","You must show them.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4643","4643#0","0","Keep charging, Midnight Rider!","Keep charging, Midnight Rider!","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4645","4645#0","0","Clear and present danger to the United States of America.","Clear and present danger to the United States of America.","","41","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4648","4648#0","0","Find peace [solace] through prayer.","Find peace [solace] through prayer.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","true"
"4648","4648#1","1","Have faith in Humanity.","Have faith in Humanity.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4648","4648#2","2","Have faith in Yourself.","Have faith in Yourself.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4648","4648#3","3","God bless.","God bless.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"465","465#0","0","Don't get lost.","Don't get lost.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"465","465#1","1","No other platforms used.","No other platforms used.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"465","465#2","2","No comms privately w/ anyone.","No comms privately w/ anyone.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4651","4651#0","0","Reconcile.","Reconcile.","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4655","4655#0","0","Read the playbook.","Read the playbook.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4659","4659#0","0","Consider 'black corner box 20%' insert top-bottom left/right.","Consider 'black corner box 20%' insert top-bottom left/right.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"466","466#0","0","Think GAME.","Think GAME.","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4664","4664#0","0","Excellent Q - you should ask (as should every American).","Excellent Q - you should ask (as should every American).","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4666","4666#0","0","See something.","See something.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4666","4666#1","1","Say something.","Say something.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"467","467#0","0","Test.","Test.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4672","4672#0","0","Analyze downloads:","Analyze downloads:","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4672","4672#1","1","Now think fire(s).","Now think fire(s).","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4678","4678#0","0","Stay safe!","Stay safe!","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4678","4678#1","1","Be vigilant.","Be vigilant.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4683","4683#0","0","Know.","Know.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4685","4685#0","0","Define 'indoctrinate'.","Define 'indoctrinate'.","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4685","4685#1","1","You must show them.","You must show them.","","14","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#0","0","Protect Biden from Ukraine scandal re: himself & son _C19 change of narrative","Protect Biden from Ukraine scandal re: himself & son _C19 change of narrative","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#1","1","Protect Biden from sexual assault allegation _C19 change narrative","Protect Biden from sexual assault allegation _C19 change narrative","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#2","2","Protect and shelter #MeToo [D] created movement _preserve to target future [R] sexual assault allegations _allow hold vs Biden due to C19 narrative change","Protect and shelter #MeToo [D] created movement _preserve to target future [R] sexual assault allegations _allow hold vs Biden due to C19 narrative change","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#3","3","Create non_digital pathway to rig 2020 Presidential election _engage 80 million mail-in-ballot distribution [coordinated as early as April/May] to sidestep election night defeat [no 'concede'] attempt ballot harvest media push 'we don't know how many ballots are left undelivered by postal service' re: legal challenge battleground states _stall_challenge_push division/chaos _CLAS1-99","Create non_digital pathway to rig 2020 Presidential election _engage 80 million mail-in-ballot distribution [coordinated as early as April/May] to sidestep election night defeat [no 'concede'] attempt ballot harvest media push 'we don't know how many ballots are left undelivered by postal service' re: legal challenge battleground states _stall_challenge_push division/chaos _CLAS1-99","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#4","4","Create division hatred fear campaign primarily scare senior citizens from voting in person on election day _riots _protests _C19 death _eliminate enough senior [R] votes counteract [D] to [R] defection(s)","Create division hatred fear campaign primarily scare senior citizens from voting in person on election day _riots _protests _C19 death _eliminate enough senior [R] votes counteract [D] to [R] defection(s)","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#5","5","Create impression country divided _use EU-early war election gaming tactics against current administration","Create impression country divided _use EU-early war election gaming tactics against current administration","","10","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#6","6","Change narrative 44 administration treason & corruption to POTUS C19 failure and death blame","Change narrative 44 administration treason & corruption to POTUS C19 failure and death blame","","12","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#7","7","Leave door open to Constitution crisis","Leave door open to Constitution crisis","","15","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#8","8","Avoid/delay public exposure of corruption & accountability _prevent loss of control/power","Avoid/delay public exposure of corruption & accountability _prevent loss of control/power","","16","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4688","4688#9","9","Avoid/delay loss of US taxpayer trillions due to loss of control _inability to enact corrupt policy to send money overseas disguised as goodwill/climate _unregulated _no audit policy","Avoid/delay loss of US taxpayer trillions due to loss of control _inability to enact corrupt policy to send money overseas disguised as goodwill/climate _unregulated _no audit policy","","17","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4694","4694#0","0","Know your enemy.","Know your enemy.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"47","47#0","0","Be vigilant today and expect a major false flag.","Be vigilant today and expect a major false flag.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4708","4708#0","0","Follow the pen.","Follow the pen.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4714","4714#0","0","Hold the line, Riders.","Hold the line, Riders.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"472","472#0","0","Test Device 1.","Test Device 1.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4722","4722#0","0","Add it all up.","Add it all up.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4722","4722#1","1","Make no mistake, they will not concede on Election Night.","Make no mistake, they will not concede on Election Night.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4722","4722#2","2","Make no mistake, they will contest this legally in battleground states.","Make no mistake, they will contest this legally in battleground states.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4722","4722#3","3","Make no mistake, they will project doubt in the election results","Make no mistake, they will project doubt in the election results","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4722","4722#4","4","Make no mistake, they will organize massive riots and attempt Anarchy-99 design","Make no mistake, they will organize massive riots and attempt Anarchy-99 design","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"473","473#0","0","Fight, fight, fight!","Fight, fight, fight!","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"473","473#1","1","God bless each and every one of you.","God bless each and every one of you.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
"4734","4734#0","0","Focus on content [information].","Focus on content [information].","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4734","4734#1","1","Research for yourself.","Research for yourself.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4734","4734#2","2","Deploy camouflage.","Deploy camouflage.","","7","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"4734","4734#3","3","Drop all references re: 'Q' 'Qanon' etc. to avoid ban/termination _censorship install.","Drop all references re: 'Q' 'Qanon' etc. to avoid ban/termination _censorship install.","","8","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"4734","4734#4","4","Keep charging, Midnight Riders!","Keep charging, Midnight Riders!","","10","QUOTED_OR_EMBEDDED","QUOTED_ANONYMOUS_POST","","REMOVE_QUOTED_OR_THIRD_PARTY","false"
"4739","4739#0","0","Make me brave, so I can stand and fight the spiritual battles in my life and in our world.","Make me brave, so I can stand and fight the spiritual battles in my life and in our world.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_PRAYER_TEXT","false"
"4739","4739#1","1","Give me your wisdom and discernment so I won't be caught off guard.","Give me your wisdom and discernment so I won't be caught off guard.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_PRAYER_TEXT","false"
"4746","4746#0","0","Have faith in Humanity.","Have faith in Humanity.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4746","4746#1","1","Let the truth be told.","Let the truth be told.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"475","475#0","0","NO comms w/ anyone privately.","NO comms w/ anyone privately.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"475","475#1","1","NO comms outside of this platform.","NO comms outside of this platform.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4756","4756#0","0","Make your depth 50ft.","Make your depth 50ft.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4759","4759#0","0","Never forget those in the background.","Never forget those in the background.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4760","4760#0","0","Have faith in your research.","Have faith in your research.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_STATEMENT_OR_HEADING","true"
"4769","4769#0","0","Think what you now know.","Think what you now know.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"477","477#0","0","Decipher.","Decipher.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"477","477#1","1","Think clock.","Think clock.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"477","477#2","2","Wind the clock w/ all markers.","Wind the clock w/ all markers.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4772","4772#0","0","Never bring an arrow [in a quiver] to a LOSBR missile fight.","Never bring an arrow [in a quiver] to a LOSBR missile fight.","","0","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4777","4777#0","0","Follow the family.","Follow the family.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4777","4777#1","1","Think McCabe's wife.","Think McCabe's wife.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4777","4777#2","2","Focus here [East Africa Operations]:","Focus here [East Africa Operations]:","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"478","478#0","0","Refer back to crumbs.","Refer back to crumbs.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4782","4782#0","0","Follow the expenses.","Follow the expenses.","","6","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4782","4782#1","1","Follow salaries & benefits.","Follow salaries & benefits.","","7","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4782","4782#2","2","Follow professional & consulting.","Follow professional & consulting.","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4782","4782#3","3","Follow cost of sales.","Follow cost of sales.","","9","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4782","4782#4","4","Follow other.","Follow other.","","10","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4785","4785#0","0","Don't bite the hand that feeds you.","Don't bite the hand that feeds you.","","8","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"479","479#0","0","Compare.","Compare.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"479","479#1","1","List the leadership in AUS.","List the leadership in AUS.","","5","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4794","4794#0","0","Apply same to FBI.","Apply same to FBI.","","3","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4794","4794#1","1","Apply same to State.","Apply same to State.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4796","4796#0","0","Eyes on.","Eyes on.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4796","4796#1","1","Follow the family.","Follow the family.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4803","4803#0","0","Do not take the bait.","Do not take the bait.","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4803","4803#1","1","Use discernment.","Use discernment.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"4808","4808#0","0","Keep charging, Midnight Riders!","Keep charging, Midnight Riders!","","1","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"481","481#0","0","Note the desk.","Note the desk.","","2","Q_AUTHORED_CURRENT_POST","q_post_body","","KEEP_Q_DIRECTIVE","false"
"481","481#1","1","GOD BLESS.","GOD BLESS.","","4","Q_AUTHORED_CURRENT_POST","q_post_body","","REMOVE_BLESSING_OR_VALEDICTION","true"
