Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
2116,CLOCKWORK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2126,ATTACKS INCREASE FROM ALL DIRECTIONS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2147,BATTLE STATIONS.,Slogan / Heading / Label,Q Directives,NO,high,call to action
2147,MEMES AT THE READY.,Slogan / Heading / Label,Q Directives,NO,high,call to action
2204,SESSIONS & HUBER WEEKEND MEETING(S).,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2234,POWER TO THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2255,CLOCKWORK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2258,THE RED LINE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2258,LIKE CLOCKWORK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2261,FISA BRINGS DOWN THE HOUSE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2263,PANIC EVERYWHERE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2284,FALSE IN ONE THING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2284,FALSE IN EVERYTHING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2284,LEFT HYPOCRISY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2296,LIBERAL LEFT LUNACY [BAIT].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2296,RED OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
2297,SWAMP FIGHTING BACK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2297,RED OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
2302,ALL FOR A LARP.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2327,RED OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
2333,RED OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
2340,NARRATIVE SHIFT IN FULL FORCE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2401,POWER BELONGS WITH THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2462,>THE WORLD IS WATCHING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2468,LESS THAN 10.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2500,FAKE MAGA.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2505,MONDAY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2559,RUSSIA = THE REAL CONSPIRACY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2568,NO ESCAPE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2568,NO DEALS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2572,PANIC BUTTON PUSHED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2602,OVER THE TARGET.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2603,NOT LONG NOW.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
2604,FALSE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2636,ALICE & MAD HATTER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
2639,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2639,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2639,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2640,BLIND SHEEP FOLLOW.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2641,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2641,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2641,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2642,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2642,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2642,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2645,EO ACTIVE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2646,CONTROLLED SUBMISSIVE SHEEP.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2650,POWER OF THE PURSE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2650,POWER = PROTECTION.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2650,THE WHEEL OF CORRUPTION.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2658,POWER OF THE PURSE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2658,POWER TO APPOINT SC JUSTICES.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2658,LEADER OF THE FREE WORLD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2676,ZERO.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2714,CLINTON CONNECTION.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2724,RATS EVERYWHERE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2788,PROOFS NEGATE FALSEHOOD/CONSPIRACY ATTACKS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2807,NO CHECKS & BALANCES IN PLACE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2807,NO SAFEGUARDS IN PLACE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2814,CONTROLLED AT THE TOP.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2850,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2850,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2850,FAKE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2873,FAKE NEWS ONLY DIVIDES.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2876,CLINTON PANIC.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2876,CLINTON FEAR.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2878,CROOKED [[[HILLARY]]].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2885,RETURNING POWER TO THE PEOPLE!,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2943,NATIONAL CRISIS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2965,LMT_NO_NONS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2983,TIME = CORRUPTION.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2984,FB RETURNING TO THE NEWS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2984,(9) TOTAL (6_NON PUB).,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2988,"DARPA TERMINATES PROGRAM FEB 4, 2004.",Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
2988,"FB FOUNDED FEB 4, 2004.",Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3016,ILLEGAL IMMIGRANTS FIRST.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3016,AMERICANS LAST.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3035,PAY-FOR-PLAY SPIDER WEB.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3053,DARPA PANIC > EXPOSURE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3058,[RR] DEBRIEF COMPLETE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3070,ZEROCOOL.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
3071,>DENY PROPER COUNTING U.S.,Slogan / Heading / Label,Q Claims,NO,low,"operational status assertion, not a slogan; split-sentence fragment (period after abbreviation broke the sentence)"
3132,NAT SEC.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3176,NOBODY WALKS AWAY FROM THIS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3178,[1] OPENS THE DOOR.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3220,YOURSELF.,Slogan / Heading / Label,Q Directives,NO,high,split of 'THINK FOR YOURSELF' — one word per line in the drop
3306,FAKE NEWS IN FULL PANIC.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3314,MUELLER BLOCKADE END.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3334,NO SLEEP IN DC.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3434,A WEEK TO REMEMBER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3472,2019 - YEAR OF THE BOOMERANG.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
3473,BIGGEST SCANDAL IN AMERICAN HISTORY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3473,2019 - YEAR OF THE BOOMERANG.,Slogan / Heading / Label,Q Predictions,NO,high,predictive slogan
3532,SCARAMUCCI MODEL.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3604,LIKE CLOCKWORK.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3608,OLD GUARD POWER STRUCTURE BEING DESTROYED.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3623,RETURNING POWER TO THE PEOPLE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3774,TRAITORS EVERYWHERE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3909,EVERYTHING AT STAKE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3932,FULL DISCLOSURE [DELCAS] PROVIDES TRUTH.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
3932,FOREIGN CORROBORATION PROVIDES TRUTH.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4012,BIGGEST POLITICAL SCANDAL IN AMERICAN HISTORY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4022,MATTERS OF NATIONAL SECURITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4043,DE FACTO STANDARD.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4076,WIN OR DIE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4154,SHADOW PRESIDENCY.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4155,SHADOW PRESIDENCY SET UP.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4158,SHADOW PRESIDENCY.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4158,SHADOW GOVERNMENT.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4173,SHADOW ARM [D].,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4196,THE SHADOW PRESIDENCY.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4196,THE SHADOW GOVERNMENT.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4196,THE GREATEST POLITICAL SCANDAL IN HISTORY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4235,SHADOW PRESIDENCY.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4235,SHADOW GOVERNMENT.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4314,THE SHADOW PRESIDENCY.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4315,THE SHADOW PRESIDENCY.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4373,[D] EFFORTS TO REGAIN POWER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4413,CASTLE_ROCK.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
4566,ONE LEADS TO MANY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4612,ALL FOR A 'CONSPIRACY'.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4616,NOTHING.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4626,FIFTH COLUMN.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4627,INFILTRATION.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4627,DESTRUCTION OF AMERICA.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4629,ENEMIES OF THE REPUBLIC.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4645,PREVENTION OF ACCOUNTABILITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4645,PREVENTION OF TRANSPARANCY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4645,A CRITICAL MOMENT IN TIME.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4686,FUTURE OF OUR REPUBLIC AT STAKE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4736,RIG FOR RED.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
4738,THE DISEASE CALLED CORRUPTION.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4743,CRIMES AGAINST HUMANITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4748,ENEMY OF HUMANITY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4771,OVER THE TARGET.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4782,FUNDS: EXPENSES V.,Slogan / Heading / Label,Q Claims,NO,low,"operational status assertion, not a slogan; split-sentence fragment (period after abbreviation broke the sentence)"
4782,CLINTON FOUNDATION AT THE CENTER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4794,PEOPLE [UNITED] HAVE THE POWER.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4800,RED OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
4815,RED OCTOBER.,Slogan / Heading / Label,Q [ Brackets ],NO,high,certified/operational code or stringer
4820,WHITE HOUSE FOR SALE.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4823,ONLY THE ILLUSION OF DEMOCRACY.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
4832,SHADOW PRESIDENT.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4832,SHADOW GOVERNMENT.,Slogan / Heading / Label,Q Entities,NO,high,entity/organization reference
4842,TOTAL U.S.,Slogan / Heading / Label,Q Claims,NO,low,"operational status assertion, not a slogan; split-sentence fragment (period after abbreviation broke the sentence)"
4958,SURPRISE WITNESS.,Slogan / Heading / Label,Q Claims,NO,high,"operational status assertion, not a slogan"
51,We hear you.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
60,Game theory.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
97,Game Theory.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
99,MSM.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
99,A.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
100,Old.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
110,MSM.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
113,MSM.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
144,For HUMANITY.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
158,(cont..),Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
177,Sky.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
178,Sky.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
189,"40,000ft. v.",Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
190,USA vs.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
216,Keyhole.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
228,"40,000ft.",Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
240,Snow White Pounce.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
300,L.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
309,Justice.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
322,We fight together.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
325,Blunt & Direct Time.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
325,Tick Tock.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
327,BDT.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
364,Dark [10].,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
365,Terminal 5.,Statement / Fragment,Q Entities,NO,high,place reference (ATL airport)
377,Feel proud.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
399,Feel proud!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
407,Feel proud.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
416,Game over.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
435,�Yellow Brick Road'.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
451,WE HEAR YOU!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
500,[non-nuclear].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
520,WE HEAR ALL.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
529,We hear all.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
533,"WE, THE PEOPLE!",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
533,"WE, THE PEOPLE!",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
533,"WE, THE PEOPLE!",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
533,"WE, THE PEOPLE!",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
553,[We hear you].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
601,Almost time.,Statement / Fragment,Q Predictions,NO,high,predictive
620,Patience.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
636,We HEAR ALL.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
659,"WE, THE PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
664,Dopey.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
666,Hilton/Roth.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
666,Etc.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
694,Sheep.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
709,JFK Con Room.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
712,Truth to power.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
732,M-Institute.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
732,[Not complete].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
742,"McLean, Virginia.",Statement / Fragment,Q Entities,NO,high,entity/organization reference
743,"McLean, Virginia.",Statement / Fragment,Q Entities,NO,high,entity/organization reference
751,Operation Merlin (tech).,Statement / Fragment,Q Entities,NO,high,entity/organization reference
774,Hive-mind.,Statement / Fragment,Q Themes,NO,high,recurring concept
790,PROJECT DEEPDREAMv2[A]].,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
814,"Great job, Patriot.",Statement / Fragment,Q Themes,NO,high,acknowledgment/valediction — movement/community language
829,Zebra_Zebra.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
854,EX-rvid5774.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
854,[Impossible to defend].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
855,Renegade.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
903,Twitter rec 24D.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
903,Bravo-2gKVT.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
947,Iran next [].,Statement / Fragment,Q Predictions,NO,high,predictive
954,Next week.,Statement / Fragment,Q Predictions,NO,high,predictive
958,[Wednesday].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
959,We hear you.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
970,Done in 30.,Statement / Fragment,Q Predictions,NO,high,predictive
972,Peace through STRENGTH.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
982,Truth.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
992,We Fight.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
998,P = C.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1013,Operation Q-T2810C.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1021,Vatican bank.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1021,Board of Superintendence.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1026,Peace through strength.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1038,Rig for silent.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1067,Tuesday.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1074,Fake News.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1077,Auth B19-2.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1077,Sparrow Red.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1077,Castle_Online.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1078,Auth 1st S.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1099,No more!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1102,You're next.,Statement / Fragment,Q Predictions,NO,high,predictive
1120,Tuesday.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1120,Tuesday (China).,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1120,Ford.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1132,Freedom!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1145,Sparrow Red.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1169,Boom.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1182,SKY Event.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1183,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1195,June ETA.,Statement / Fragment,Q Predictions,NO,high,predictive
1203,The �Standard� Hotel.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1225,Yesterday.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1225,Today.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1229,Blackwater USA.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1254,[Marker].,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1256,We endure.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1263,Unity.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1268,Gen.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
1279,[R].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
1279,[EG].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
1286,Fusion GPS.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1289,[Next Week].,Statement / Fragment,Q Predictions,NO,high,predictive
1291,Much appreciation.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1297,We HONOR them.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1305,Now.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1328,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1328,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1328,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1332,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1332,We FIGHT.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1332,Conspiracy no more.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1333,Castle LOCK.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1334,[SIS Good].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
1336,Today.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1343,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1350,Peace through strength.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1357,Justice.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1359,Fake News.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1369,We Fight!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1373,We Fight!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1373,"We, The PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1380,Today.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1380,Now.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1401,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1425,Conspiracy NO MORE.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1431,Pain.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1433,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
