Post,Sentence,GPT Category,Claude Category,Matches GPT,Confidence,Note
1078,Prevent.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1078,Auth 1st S.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1080,Deflection.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1080,Public interest shift.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1080,Pullout announcement.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1082,Relationship.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1082,Plane crash 1999.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1082,HRC Senate 2000.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1083,SIG intercept.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1083,Old to New.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1086,Timeline.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1086,No name panic.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1086,Health cover.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1086,Fast.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1087,Spider web.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1089,Location.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1089,Exact location.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1090,Exact location.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1090,Exact.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1090,Spider web marker.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1094,SEC detail background.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1094,Traitor.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1099,No more!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1100,Fresh round.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1100,"The ""Con.""",Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1102,You're next.,Statement / Fragment,Q Predictions,NO,high,predictive
1104,'Central' algorithm.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1108,Like Clockwork.,Statement / Fragment,Q Claims,YES,high,"operational status assertion, not a slogan"
1112,Distraction.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1113,Finally.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1116,China/CQ cancel.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1119,Fake.,Statement / Fragment,Q Claims,YES,high,"operational status assertion, not a slogan"
1120,Tuesday.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1120,Tuesday (China).,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1120,Cars.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1120,Major import.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1120,Ford.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1124,Yes.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1127,NAT SEC laws.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1129,Then�.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1131,�Drop after testimony.�,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1132,Freedom!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1134,Funny.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1137,Plane.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1138,Etc�..,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1144,Twitter down.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1144,Injection good.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1145,Sparrow Red.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1145,Intel good.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1146,Iran next.,Statement / Fragment,Q Claims,YES,high,"operational status assertion, not a slogan"
1147,Tarmac.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1149,New AG.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1149,�The Plan�.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1153,Typo.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1158,The WHERE.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1159,The WHY.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1160,Armenia #1.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1164,Public: Dossier FISA.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1165,Distraction.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1166,Not a coincidence.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1169,Boom.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1173,Direct.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1174,Threat.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1177,Fake.,Statement / Fragment,Q Claims,YES,high,"operational status assertion, not a slogan"
1180,�Insurance File.�,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1180,Quiet until now.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1182,EO.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1182,Treason.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1182,SKY Event.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1183,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1184,Big ERROR.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1185,13min mark.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1186,Offline only.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1187,CLAS Level Highest.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1188,All.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1188,All.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1188,Eyes only.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1193,Fake.,Statement / Fragment,Q Claims,YES,high,"operational status assertion, not a slogan"
1194,Structure.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1195,June ETA.,Statement / Fragment,Q Predictions,NO,high,predictive
1196,WW.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1198,Q&A again.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1199,SR June JA.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1199,Now�.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1203,Proof.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1203,The �Standard� Hotel.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1203,Helicopter crash.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1203,Tick TOCK (LLC).,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1214,Snowball.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1215,Conspiracy risk.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1220,Example.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1220,Pharma alliance.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1220,Domestic = PAYDAY.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1221,Right on Q.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1225,Yesterday.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1225,Today.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1226,Marker.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1226,Q&A.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1226,Common Q.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1226,Day after.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1229,Blackwater USA.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1229,Plausible deniability.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1232,On the clock.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1235,Good article.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1235,America for sale.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1235,Betrayal.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1235,Treason.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1235,Inside out destruction.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1235,HUMA & Hussein.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1235,SA [vital].,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1238,None.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1241,Reminder.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1241,Marker.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1241,$250B.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1241,Jan 1.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1241,Jun 1.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1241,None.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1254,[Marker].,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1254,�Mark it down.�,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1255,You decide.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1256,We endure.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1257,Hostage no more.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1259,No fame.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1260,State dinner.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1262,Same for Merkel.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1263,Strategically.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1263,1-by-1.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1263,Unity.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1263,Power shift.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1263,WW.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1265,Plan.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1265,�Beat up.�,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1266,Deep clean.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1266,Easy cover.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1266,Treason / corruption 1st.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1267,WW = worldwide.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1268,Quiet.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1268,Army Lt.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context; split-sentence fragment (period after abbreviation broke the sentence)
1268,Gen.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
1268,Good.,Statement / Fragment,Q Claims,YES,high,"operational status assertion, not a slogan"
1270,Not public.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1270,Toxic.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1273,Public announcement.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1276,It�s everywhere.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1277,Not RR.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1278,Precursor.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1278,NAT SEC issue.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1279,[R].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
1279,[EG].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
1280,�Done in 30.�,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1281,�Done in 30.�,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1286,The day before.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1286,Fusion GPS.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1286,Remainder illegal acts.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1287,First public statement.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1287,Public forum.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1288,Only the above.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1289,[Next Week].,Statement / Fragment,Q Predictions,NO,high,predictive
1291,Much appreciation.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1295,You decide.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1297,We HONOR them.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1298,Risk.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1305,No name out.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1305,Now.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1306,Yes.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1306,WAR.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1307,Authentic.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1318,Common denominator.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1319,Goodlatte & Gowdy [important].,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1320,Suicide watch.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1320,Suicide watch.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1321,TRIP Update.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1323,Safe.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1324,Busy day.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1328,Traitor.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1328,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1328,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1328,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1332,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1332,We FIGHT.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1332,Conspiracy no more.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1333,Castle LOCK.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1334,[SIS Good].,Statement / Fragment,Q [ Brackets ],NO,high,bare bracketed token
1334,Overcome.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1336,Today.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1336,NZ Donation Restart.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1337,Literally.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1339,Zero vanity.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1339,Clickbait.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1339,Undeniable.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1339,Unpredictable.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1339,Coincidence after Coincidence.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1343,Profit-vehicle.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1343,Heal [core].,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1343,"We, the PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1345,The �Exchange�.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1345,Money.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1346,Next.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1348,Corruption everywhere.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1350,Peace through strength.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1351,Federal vs �.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1351,FBI / DOJ - 1st.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1357,Strength.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1357,Justice.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1359,Fake News.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1359,Pickle.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1359,Pickle.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1359,On Guard.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1360,Full Circle.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1361,Sample.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1363,Post 74.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1369,We Fight!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1373,CORRUPTION everywhere.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1373,We Fight!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1373,"We, The PEOPLE.",Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1375,Freedom of information.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1378,Under the Radar.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1380,Today.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1380,Now.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1380,Next [1/2].,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1392,100% authentic.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1393,"Impressive, Anon.",Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1395,Bomb disposal team.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1401,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1407,Time of year.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1425,Conspiracy NO MORE.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1428,ROT = Rotation.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1430,Clarification.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1431,Pain.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1433,Military OP.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1433,Full Disclosure.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1433,D5.,Statement / Fragment,Q [ Brackets ],NO,high,certified/operational code or stringer
1434,Slowly & carefully.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1438,IDEN_reconf v.,Statement / Fragment,NEEDS CONTEXT,NO,low,single letter / truncated fragment — no honest category without the parent sentence; split-sentence fragment (period after abbreviation broke the sentence)
1438,Sequence.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1439,Pain.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1441,Second public.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1441,Blackwater on GUARD.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1443,Operative insertion(s).,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1449,No.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1450,Timestamp.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1453,R's v D's.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1453,Projection.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1453,Slowly & carefully.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1454,No MSM coverage.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1455,London pics [prev].,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1455,Relevant.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1455,Joint-Treason.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1456,Good.,Statement / Fragment,Q Claims,YES,high,"operational status assertion, not a slogan"
1461,Military.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1464,No.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1468,What a coincidence.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1479,Reverse image search.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1480,Ghost-CON active.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1490,Busy day.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1492,Slowly & CAREFULLY.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1492,Race for TIME.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1493,Lee S.,Statement / Fragment,NEEDS CONTEXT,NO,high,single letter / truncated fragment — no honest category without the parent sentence
1493,The TIP.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1494,YOU.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1498,Snowball.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1504,JC gmail.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1507,AF1 (inside) thereafter.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1507,More & More.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1509,No facial hair.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1509,No.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1510,IT scandal Awan.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1511,Face important.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1512,Important.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1512,Official doc statement.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1515,JP/ Huma NOV.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1515,Clickbait.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1516,JP / Huma NOV.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1517,Important note.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1528,Barcelona.,Statement / Fragment,Q Entities,NO,high,entity/organization reference
1528,Truth.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1528,Light.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1534,[7] Delta today.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1534,Word for word.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1538,Projection.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1538,Projection.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1538,Pattern.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1539,Important to remember.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1552,Noose.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1552,Non public.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1552,+FBI criminal acts.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1555,No name absent.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1556,Bridge LL & HRC.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1558,Regime change.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1560,Sample.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1560,�Conspiracy.�,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1561,What a coincidence.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1567,What a coincidence.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1568,[1] min Delta.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1570,Next.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1570,Immigration / chikd separation.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1570,Narrative change critical.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1570,Iran next.,Statement / Fragment,Q Claims,YES,high,"operational status assertion, not a slogan"
1570,Regime in trouble.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1570,People awake.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1570,Projection.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1574,They censor.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1574,They project.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1574,They cheat.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1574,They steal.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1574,They harm.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1578,It�s time.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1579,Boom!,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1584,New eyes.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1585,We fight.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1586,Q&A Saturday.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1586,Time TBD.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1587,Q&A reschedule.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1589,2-way failure.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1589,"X to X ""�������..""",Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1590,Error.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1590,Long night.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1595,Dead cat bounce.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1595,Conspiracy no more.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1599,Frame of shot.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1600,Chatter.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1601,Feel proud.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1607,No more.,Statement / Fragment,Q Themes,NO,high,recurring movement refrain
1607,RBG next.,Statement / Fragment,Q Predictions,NO,high,predictive
1610,GDP error.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1610,Busy day!,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1626,America for sale.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
1626,Sold out.,Statement / Fragment,Q Claims,YES,low,fragment read as an assertion in context
