postNum,kind,identity,aliasesAttempted,aliasCount,postText
4172,namedEntities,Biden,,0,"https://www.foxbusiness.com/markets/us-china-sign-historic-trade-deal ⏎ Dates are important. ⏎ January 15, 2020. ⏎ >Historic trade deal w/ China signed ⏎ >>China loses billions in clawback ⏎ >[Held][Timed] impeachment articles are delivered to Senate ⏎ >FIRST case of COVID-19 lands in UNITED STATES [Seattle-Tacoma International Airport] ⏎ Do the Chinese like losing? ⏎ Do the Chinese want POTUS removed/replaced P_elec_2020? ⏎ Do the Chinese want BIDEN installed P_elec_2020? ⏎ Is this about the virus OR THE ELECTION? ⏎ Q ⏎ "
4226,namedEntities,Flynn,,0,"https://twitter.com/QBlueSkyQ/status/1260366918223114240 ⏎ Excellent find, Anon(s). ⏎ But, you must go back before you can go forward. ⏎ https://www.reuters.com/article/us-usa-trump-russia-flynn/judge-presiding-over-michael-flynn-criminal-case-is-recused-court-idUSKBN1E202V ⏎ Why did U.S. District Court Judge Rudolph Contreras recuse? ⏎ https://www.fisc.uscourts.gov/current-membership ⏎ Judge Rudolph Contreras current member of FISC? ⏎ WHO SIGNED THE FLYNN FISA? ⏎ THE SWAMP RUNS DEEP. ⏎ Q ⏎ "
4231,namedEntities,Flynn,,0,Dates are important. ⏎ FISA unmask request(s) [PRIOR TO] Amb. Kislyak phone call? ⏎ WHO ASKED AMB. KISLYAK TO CALL FLYNN [SET UP _FBI entrap + FISA [late] justify]? ⏎ Q ⏎ 
4232,namedEntities,Kislyak,Kislyak,1,>>9158507 ⏎ Go back further. ⏎ https://www.nbcnews.com/politics/politics-news/what-mueller-report-says-about-jared-kushner-ivanka-trump-donald-n995866 ⏎ The 'Hook'. ⏎ Nov 30 'unmask' needed justification? ⏎ WHO SET UP THE MEETING? ⏎ WHO WAS DIRECTING AMB. KISLYAK TO MAKE CONTACT [MEETING + PHONE]? ⏎ Q ⏎ 
4238,namedEntities,Dan Coats,Dan Coats,1,[Example A] ⏎ Who [former WH staff][one or more] introduced [pushed] DAN COATS as DNI DIR to POTUS? ⏎ Who [former WH staff][one or more] insisted he could be trusted? ⏎ Knowingly or unknowingly? ⏎ Q ⏎ 
4241,namedEntities,Graham,Graham,1,>>9170717 ⏎ https://www.politico.com/news/2019/10/31/graham-judiciary-chairmanship-grassley-062993 ⏎ Worth remembering. ⏎ Think Chess. ⏎ Do you attack the KING in the beginning or middle-to-end? ⏎ QUEEN protects KING? ⏎ Q ⏎ 
4241,namedEntities,Politico,Politico,1,>>9170717 ⏎ https://www.politico.com/news/2019/10/31/graham-judiciary-chairmanship-grassley-062993 ⏎ Worth remembering. ⏎ Think Chess. ⏎ Do you attack the KING in the beginning or middle-to-end? ⏎ QUEEN protects KING? ⏎ Q ⏎ 
4245,namedEntities,Biden,,0,https://twitter.com/VincentCrypt46/status/1261122553461923840 ⏎ Listen carefully. ⏎ Why are possible [treatments][cures] being banned? ⏎ Why are possible [treatments][cures] being attacked? ⏎ Why are possible [treatments][cures] being targeted? ⏎ Evidence overwhelming? ⏎ HOW DO YOU KEEP PEOPLE LIVING IN FEAR? ⏎ HOW DO YOU KEEP PEOPLE DIVIDED? ⏎ HOW DO YOU JUSTIFY VOTE-BY-MAIL? ⏎ HOW DO YOU JUSTIFY STATE BAILOUT(S)? ⏎ HOW DO YOU MAKE PEOPLE STARVE [DEPENDENT ON GOV]? ⏎ HOW DO YOU JUSTIFY ANYTHING NON_COVID RELATED TO BE A POLITICAL ATTACK [FISA_UNMASK]? ⏎ HOW DO YOU CREATE A DIVERSION? ⏎ HOW DO YOU SHIFT THE NARRATIVE? ⏎ HOW DO YOU KILL POTUS ECONOMIC GAINS? ⏎ HOW DO YOU KILL POTUS UNEMPLOYMENT RECORD(S)? ⏎ HOW DO YOU PREVENT POTUS RALLY[IES]? ⏎ HOW DO YOU DELAY USA_CHINA TRADE NEGOTIATION [PREVENT [FIXED] BILLION(S) CLAWBACK]? ⏎ HOW DO YOU SHELTER [BIDEN] FROM DEBATES? ⏎ HOW DO YOU SHELT
4245,namedEntities,Biden,,0,https://twitter.com/VincentCrypt46/status/1261122553461923840 ⏎ Listen carefully. ⏎ Why are possible [treatments][cures] being banned? ⏎ Why are possible [treatments][cures] being attacked? ⏎ Why are possible [treatments][cures] being targeted? ⏎ Evidence overwhelming? ⏎ HOW DO YOU KEEP PEOPLE LIVING IN FEAR? ⏎ HOW DO YOU KEEP PEOPLE DIVIDED? ⏎ HOW DO YOU JUSTIFY VOTE-BY-MAIL? ⏎ HOW DO YOU JUSTIFY STATE BAILOUT(S)? ⏎ HOW DO YOU MAKE PEOPLE STARVE [DEPENDENT ON GOV]? ⏎ HOW DO YOU JUSTIFY ANYTHING NON_COVID RELATED TO BE A POLITICAL ATTACK [FISA_UNMASK]? ⏎ HOW DO YOU CREATE A DIVERSION? ⏎ HOW DO YOU SHIFT THE NARRATIVE? ⏎ HOW DO YOU KILL POTUS ECONOMIC GAINS? ⏎ HOW DO YOU KILL POTUS UNEMPLOYMENT RECORD(S)? ⏎ HOW DO YOU PREVENT POTUS RALLY[IES]? ⏎ HOW DO YOU DELAY USA_CHINA TRADE NEGOTIATION [PREVENT [FIXED] BILLION(S) CLAWBACK]? ⏎ HOW DO YOU SHELTER [BIDEN] FROM DEBATES? ⏎ HOW DO YOU SHELT
4247,namedEntities,USNS Comfort,USNS Comfort,1,"Why did [D]s push 'everything is fine' narrative early on [ex: Pelosi China town]? ⏎ Why did science board push [no need close China travel] narrative early on? ⏎ Why did [select] govs push COVID-19 positive elderly patients into nursing homes [most at risk_proven] when surplus of availability in hospitals [+ USNS_Comfort]?  ⏎ Why are CDC numbers conflating COVID-19 deaths with influenza, pneumonia, other? ⏎ Why are influenza deaths at [all-time] historical low levels vs years past [outside of standard deviation]? ⏎ Why are COVID-19 tests returning positive results on pawpaw's and animals?  ⏎ Why are [select] swing states undergoing heavy quarantine extensions?  ⏎ Why are possible [treatments][cures] being prevented and attacked [USA]? ⏎ ""Testing, Testing, Testing, Tracing, and Isolation."" - [Pelosi] ⏎ Q ⏎ "
4293,namedEntities,Senate,,0,"https://www.usnews.com/news/politics/articles/2020-05-20/senate-committee-authorizes-subpoena-in-gops-hunter-biden-burisma-investigation ⏎ ""Meanwhile, Democrats on the Homeland Security Committee have decried the investigation and the subpoena, arguing that they should be focusing on coronavirus-related issues during the ongoing pandemic and prioritize it over politics."" ⏎ In a letter sent to Johnson on Tuesday, Sen. Kamala Harris of California renewed her calls for another COVID-19 hearing, noting that the committee hasn't held one since early March. ⏎ DNC media [MSM] echo-chamber push? ⏎ Is this about the virus OR PREVENTING EXPOSURE OF [D] CORRUPTION? ⏎ Is this about the virus OR LOCKING [R] CONTROLLED SENATE FROM INVESTIGATING [D] FISA_BIDEN_OTHER CORRUPTION? ⏎ Is this about the virus OR THE ELECTION? ⏎ Q ⏎ "
4310,namedEntities,Congress,,0,"Relevance re: [Susan Rice] 'top secret' [DECLAS] paragraph: ⏎ “From a national security perspective, Comey said he does have some concerns that incoming NSA Flynn is speaking frequently with Russian Ambassador Kislyak. Comey said that could be an issue as it relates to sharing sensitive information. President Obama asked if Comey was saying that the NSC should not pass sensitive information related to Russia to Flynn. Comey replied ‘potentially.’"" ⏎ What was really discussed during [Jan 5] meeting? ⏎ [Hussein] order preventing sharing of intel re: Russia? ⏎ Would such an order shield [Hussein] admin from discovery re: Obamagate?  ⏎ Would such an order shield [Clinton] camp from discovery re: Clinton-DNC Russian collusion?  ⏎ Would such an order be known to POTUS or CLASSIFIED? ⏎ If CLASSIFIED how could it be discovered? ⏎ NSA Mike Rogers _step down [retire] [date]? ⏎ NSA Mike Rogers _TT "
4310,namedEntities,Schiff,,0,"Relevance re: [Susan Rice] 'top secret' [DECLAS] paragraph: ⏎ “From a national security perspective, Comey said he does have some concerns that incoming NSA Flynn is speaking frequently with Russian Ambassador Kislyak. Comey said that could be an issue as it relates to sharing sensitive information. President Obama asked if Comey was saying that the NSC should not pass sensitive information related to Russia to Flynn. Comey replied ‘potentially.’"" ⏎ What was really discussed during [Jan 5] meeting? ⏎ [Hussein] order preventing sharing of intel re: Russia? ⏎ Would such an order shield [Hussein] admin from discovery re: Obamagate?  ⏎ Would such an order shield [Clinton] camp from discovery re: Clinton-DNC Russian collusion?  ⏎ Would such an order be known to POTUS or CLASSIFIED? ⏎ If CLASSIFIED how could it be discovered? ⏎ NSA Mike Rogers _step down [retire] [date]? ⏎ NSA Mike Rogers _TT "
4310,namedEntities,Senate,,0,"Relevance re: [Susan Rice] 'top secret' [DECLAS] paragraph: ⏎ “From a national security perspective, Comey said he does have some concerns that incoming NSA Flynn is speaking frequently with Russian Ambassador Kislyak. Comey said that could be an issue as it relates to sharing sensitive information. President Obama asked if Comey was saying that the NSC should not pass sensitive information related to Russia to Flynn. Comey replied ‘potentially.’"" ⏎ What was really discussed during [Jan 5] meeting? ⏎ [Hussein] order preventing sharing of intel re: Russia? ⏎ Would such an order shield [Hussein] admin from discovery re: Obamagate?  ⏎ Would such an order shield [Clinton] camp from discovery re: Clinton-DNC Russian collusion?  ⏎ Would such an order be known to POTUS or CLASSIFIED? ⏎ If CLASSIFIED how could it be discovered? ⏎ NSA Mike Rogers _step down [retire] [date]? ⏎ NSA Mike Rogers _TT "
4310,namedEntities,Seattle,Seattle,1,"Relevance re: [Susan Rice] 'top secret' [DECLAS] paragraph: ⏎ “From a national security perspective, Comey said he does have some concerns that incoming NSA Flynn is speaking frequently with Russian Ambassador Kislyak. Comey said that could be an issue as it relates to sharing sensitive information. President Obama asked if Comey was saying that the NSC should not pass sensitive information related to Russia to Flynn. Comey replied ‘potentially.’"" ⏎ What was really discussed during [Jan 5] meeting? ⏎ [Hussein] order preventing sharing of intel re: Russia? ⏎ Would such an order shield [Hussein] admin from discovery re: Obamagate?  ⏎ Would such an order shield [Clinton] camp from discovery re: Clinton-DNC Russian collusion?  ⏎ Would such an order be known to POTUS or CLASSIFIED? ⏎ If CLASSIFIED how could it be discovered? ⏎ NSA Mike Rogers _step down [retire] [date]? ⏎ NSA Mike Rogers _TT "
4312,namedEntities,Cambridge Dictionary,Cambridge Dictionary,1,https://dictionary.cambridge.org/dictionary/english/common-sense ⏎ -the basic level of practical knowledge and judgment that we all need to help us live in a reasonable and safe way ⏎ Q ⏎ 
433,namedEntities,Wray,Wray,1,>>148729 ⏎ TRUST WRAY. ⏎ Q ⏎ 
4339,namedEntities,Michigan,Michigan | MI,2,https://townhall.com/columnists/larryoconnor/2020/05/28/michigans-hapless-governor-continues-deadly-covid19-nursing-home-policy-n2569605 ⏎ At what point should this be reclassified as murder? ⏎ At what point is ignorance [common sense] no longer valid [excuse]? ⏎ Evil surrounds us. ⏎ Q ⏎ 
4340,namedEntities,New York Post,New York Post | NY,2,https://nypost.com/2020/04/23/nursing-homes-cant-reject-coronavirus-patients-cuomo-says/ ⏎ At what point should this be reclassified as murder? ⏎ At what point is ignorance [common sense] no longer valid [excuse]? ⏎ Evil surrounds us. ⏎ Q ⏎ 
4352,namedEntities,House Republicans,House Republicans,1,"https://2009-2017.state.gov/documents/organization/119629.pdf ⏎ Irregular warefare. ⏎ Insurgency. ⏎ Insurgency is the organized use of subversion and violence to seize, nullify or challenge political control of a region. As such, it is primarily a political struggle, in which both sides use armed force to create space for their political, economic and influence activities to be effective. Insurgency is not always conducted by a single group with a centralized, military-style command structure, but may involve a complex matrix of different actors with various aims, loosely connected in dynamic and non-hierarchical networks. To be successful, insurgencies require charismatic leadership, supporters, recruits, supplies, safe havens and funding (often from illicit activities). They only need the active support of a few enabling individuals, but the passive acquiescence of a large proportion o"
436,namedEntities,Congress,,0,"ONE OF TWENTY TWO: ⏎ [DNC BREACH / DOSSIER] ⏎ [DNC] ⏎ [SR]> ⏎ [WL]> ⏎ HUSSEIN> ⏎ DNI DIR> ⏎ CLOWN DIR> ⏎ CLAS: 1-12> ⏎ GOOG> ⏎ CROWDSTRIKE> ⏎ DNC> ⏎ (SR 187)(MS13 (2) 187)> ⏎ DWS_DIR> ⏎ F-I/D-J ASSIST> ⏎ ""INSURANCE"" ⏎ /_\ > ⏎ HUSSEIN> ⏎ HRC> ⏎ LL> ⏎ JC> ⏎ AM> ⏎ PS> ⏎ (SUPPORT: CS, NP, AS, CLAS-1, CLAS-2, CLAS-3, CLAS-4, CLAS-5, CLAS-6)> ⏎ BRIT INTEL> ⏎ HRC CAMP PAY> ⏎ DNC PAY> ⏎ CLAS: 1-4 PAY> ⏎ STEELE> ⏎ PODESTA> ⏎ HOLDER RELAY SPEC RUSSIA> ⏎ CLAS: 1-9> ⏎ US SEN NO NAME> ⏎ US SEN CLAS-1> ⏎ US SEN CLAS-2> ⏎ JC> ⏎ LL> ⏎ HUSSEIN> ⏎ [FISA 2] ⏎ PRES DAILY B> ⏎ US SEN NO NAME> ⏎ NEWS SHOP> ⏎ BUZZF> ⏎ PUBLIC/NARRATIVE. ⏎ STAGE SET FUTURE PREVENT/REMOVAL OP. ⏎ RAMIF: US INTEL LEGAL SPY ON PRES CANDIDATE / PRES ELECT / R CONGRESS / R SEN / NEWS FRIENDLY / ETC> ⏎ Q ⏎ "
436,namedEntities,Hussein,,0,"ONE OF TWENTY TWO: ⏎ [DNC BREACH / DOSSIER] ⏎ [DNC] ⏎ [SR]> ⏎ [WL]> ⏎ HUSSEIN> ⏎ DNI DIR> ⏎ CLOWN DIR> ⏎ CLAS: 1-12> ⏎ GOOG> ⏎ CROWDSTRIKE> ⏎ DNC> ⏎ (SR 187)(MS13 (2) 187)> ⏎ DWS_DIR> ⏎ F-I/D-J ASSIST> ⏎ ""INSURANCE"" ⏎ /_\ > ⏎ HUSSEIN> ⏎ HRC> ⏎ LL> ⏎ JC> ⏎ AM> ⏎ PS> ⏎ (SUPPORT: CS, NP, AS, CLAS-1, CLAS-2, CLAS-3, CLAS-4, CLAS-5, CLAS-6)> ⏎ BRIT INTEL> ⏎ HRC CAMP PAY> ⏎ DNC PAY> ⏎ CLAS: 1-4 PAY> ⏎ STEELE> ⏎ PODESTA> ⏎ HOLDER RELAY SPEC RUSSIA> ⏎ CLAS: 1-9> ⏎ US SEN NO NAME> ⏎ US SEN CLAS-1> ⏎ US SEN CLAS-2> ⏎ JC> ⏎ LL> ⏎ HUSSEIN> ⏎ [FISA 2] ⏎ PRES DAILY B> ⏎ US SEN NO NAME> ⏎ NEWS SHOP> ⏎ BUZZF> ⏎ PUBLIC/NARRATIVE. ⏎ STAGE SET FUTURE PREVENT/REMOVAL OP. ⏎ RAMIF: US INTEL LEGAL SPY ON PRES CANDIDATE / PRES ELECT / R CONGRESS / R SEN / NEWS FRIENDLY / ETC> ⏎ Q ⏎ "
436,namedEntities,Hussein,,0,"ONE OF TWENTY TWO: ⏎ [DNC BREACH / DOSSIER] ⏎ [DNC] ⏎ [SR]> ⏎ [WL]> ⏎ HUSSEIN> ⏎ DNI DIR> ⏎ CLOWN DIR> ⏎ CLAS: 1-12> ⏎ GOOG> ⏎ CROWDSTRIKE> ⏎ DNC> ⏎ (SR 187)(MS13 (2) 187)> ⏎ DWS_DIR> ⏎ F-I/D-J ASSIST> ⏎ ""INSURANCE"" ⏎ /_\ > ⏎ HUSSEIN> ⏎ HRC> ⏎ LL> ⏎ JC> ⏎ AM> ⏎ PS> ⏎ (SUPPORT: CS, NP, AS, CLAS-1, CLAS-2, CLAS-3, CLAS-4, CLAS-5, CLAS-6)> ⏎ BRIT INTEL> ⏎ HRC CAMP PAY> ⏎ DNC PAY> ⏎ CLAS: 1-4 PAY> ⏎ STEELE> ⏎ PODESTA> ⏎ HOLDER RELAY SPEC RUSSIA> ⏎ CLAS: 1-9> ⏎ US SEN NO NAME> ⏎ US SEN CLAS-1> ⏎ US SEN CLAS-2> ⏎ JC> ⏎ LL> ⏎ HUSSEIN> ⏎ [FISA 2] ⏎ PRES DAILY B> ⏎ US SEN NO NAME> ⏎ NEWS SHOP> ⏎ BUZZF> ⏎ PUBLIC/NARRATIVE. ⏎ STAGE SET FUTURE PREVENT/REMOVAL OP. ⏎ RAMIF: US INTEL LEGAL SPY ON PRES CANDIDATE / PRES ELECT / R CONGRESS / R SEN / NEWS FRIENDLY / ETC> ⏎ Q ⏎ "
436,namedEntities,Hussein,,0,"ONE OF TWENTY TWO: ⏎ [DNC BREACH / DOSSIER] ⏎ [DNC] ⏎ [SR]> ⏎ [WL]> ⏎ HUSSEIN> ⏎ DNI DIR> ⏎ CLOWN DIR> ⏎ CLAS: 1-12> ⏎ GOOG> ⏎ CROWDSTRIKE> ⏎ DNC> ⏎ (SR 187)(MS13 (2) 187)> ⏎ DWS_DIR> ⏎ F-I/D-J ASSIST> ⏎ ""INSURANCE"" ⏎ /_\ > ⏎ HUSSEIN> ⏎ HRC> ⏎ LL> ⏎ JC> ⏎ AM> ⏎ PS> ⏎ (SUPPORT: CS, NP, AS, CLAS-1, CLAS-2, CLAS-3, CLAS-4, CLAS-5, CLAS-6)> ⏎ BRIT INTEL> ⏎ HRC CAMP PAY> ⏎ DNC PAY> ⏎ CLAS: 1-4 PAY> ⏎ STEELE> ⏎ PODESTA> ⏎ HOLDER RELAY SPEC RUSSIA> ⏎ CLAS: 1-9> ⏎ US SEN NO NAME> ⏎ US SEN CLAS-1> ⏎ US SEN CLAS-2> ⏎ JC> ⏎ LL> ⏎ HUSSEIN> ⏎ [FISA 2] ⏎ PRES DAILY B> ⏎ US SEN NO NAME> ⏎ NEWS SHOP> ⏎ BUZZF> ⏎ PUBLIC/NARRATIVE. ⏎ STAGE SET FUTURE PREVENT/REMOVAL OP. ⏎ RAMIF: US INTEL LEGAL SPY ON PRES CANDIDATE / PRES ELECT / R CONGRESS / R SEN / NEWS FRIENDLY / ETC> ⏎ Q ⏎ "
4375,namedEntities,America,,0,MSDNC [knowingly] using fake footage? ⏎ MSDEN pushing [AMERICA ON FIRE] narrative? ⏎ Why? ⏎ ENEMY OF THE PEOPLE. ⏎ Q ⏎ 
4387,namedEntities,America,,0,WE ARE UNITED. ⏎ WE WILL PREVAIL. ⏎ GOD BLESS AMERICA. ⏎ Q ⏎ 
4387,namedEntities,God,God,1,WE ARE UNITED. ⏎ WE WILL PREVAIL. ⏎ GOD BLESS AMERICA. ⏎ Q ⏎ 
4398,namedEntities,Pelosi,,0,"https://twitter.com/charliekirk11/status/1268268026131935232 ⏎ POTUS walk to Church. ⏎ MSDNC: POTUS cleared peaceful protestors using tear gas, rubber bullets [attack on humanity _racist] etc. ⏎ PELOSI walk. ⏎ MSDNC: PELOSI [D]s are one with the people and the black community [""protestors"" reaching out for her hand _peaceful] ⏎ POTUS holds Bible  ⏎ MSDNC: Fake pictures created of Hitler holding Bible [project white supremacy narrative] ⏎ PELOSI holds Bible ⏎ MSDNC: PELOSI [D]s are a blessing for our black communities ⏎ Attempt to divide and control? ⏎ Q ⏎ "
4398,namedEntities,Pelosi,,0,"https://twitter.com/charliekirk11/status/1268268026131935232 ⏎ POTUS walk to Church. ⏎ MSDNC: POTUS cleared peaceful protestors using tear gas, rubber bullets [attack on humanity _racist] etc. ⏎ PELOSI walk. ⏎ MSDNC: PELOSI [D]s are one with the people and the black community [""protestors"" reaching out for her hand _peaceful] ⏎ POTUS holds Bible  ⏎ MSDNC: Fake pictures created of Hitler holding Bible [project white supremacy narrative] ⏎ PELOSI holds Bible ⏎ MSDNC: PELOSI [D]s are a blessing for our black communities ⏎ Attempt to divide and control? ⏎ Q ⏎ "
4398,namedEntities,Pelosi,,0,"https://twitter.com/charliekirk11/status/1268268026131935232 ⏎ POTUS walk to Church. ⏎ MSDNC: POTUS cleared peaceful protestors using tear gas, rubber bullets [attack on humanity _racist] etc. ⏎ PELOSI walk. ⏎ MSDNC: PELOSI [D]s are one with the people and the black community [""protestors"" reaching out for her hand _peaceful] ⏎ POTUS holds Bible  ⏎ MSDNC: Fake pictures created of Hitler holding Bible [project white supremacy narrative] ⏎ PELOSI holds Bible ⏎ MSDNC: PELOSI [D]s are a blessing for our black communities ⏎ Attempt to divide and control? ⏎ Q ⏎ "
4398,namedEntities,Pelosi,,0,"https://twitter.com/charliekirk11/status/1268268026131935232 ⏎ POTUS walk to Church. ⏎ MSDNC: POTUS cleared peaceful protestors using tear gas, rubber bullets [attack on humanity _racist] etc. ⏎ PELOSI walk. ⏎ MSDNC: PELOSI [D]s are one with the people and the black community [""protestors"" reaching out for her hand _peaceful] ⏎ POTUS holds Bible  ⏎ MSDNC: Fake pictures created of Hitler holding Bible [project white supremacy narrative] ⏎ PELOSI holds Bible ⏎ MSDNC: PELOSI [D]s are a blessing for our black communities ⏎ Attempt to divide and control? ⏎ Q ⏎ "
4401,namedEntities,Google Trends,Google Trends,1,https://trends.google.com/trends/explore?date=today%205-y&geo=US&q=black%20lives%20matter ⏎ Do you see a pattern? ⏎ Q ⏎ 
4413,namedEntities,God,God,1,https://www.axios.com/tina-kaidanow-fifth-pentagon-official-resigns-4ea23438-d930-4e6b-be1e-9e370492e385.html ⏎ https://twitter.com/Calloutfortruth/status/1268642419635114000 ⏎ Those loyal to our Constitutional Republic and our Command Structure. ⏎ Those loyal to the Office of the President and the will of the people. ⏎ Those who swore an oath to protect and defend against all enemies foreign and domestic. ⏎ Those good people who serve proudly for America. ⏎ CASTLE_ROCK. ⏎ FOR GOD AND COUNTRY. ⏎ Q ⏎ 
4414,namedEntities,Pelosi,,0,EAM LOYALISTS: ⏎ RED1: POTUS twitter removal ⏎ RED2: Central communications blackout [continental US] ⏎ RED3: CLAS movement PELOSI or PENCE ⏎ RED4: Movement of MIL assets [10th Mountain_1st Marine_CPSD_Marine_QVIR] to central locations under guise of citizen riot control. ⏎ RED5: NAT MIL COM CEN  ⏎ RED6: SEC OF DEF _instruct1 ⏎ USSS ⏎ CASTLE_ROCK ⏎ Q ⏎ 
445,namedEntities,CrowdStrike,CrowdStrike | CS | Crowdstrike,3,https://www.crowdstrike.com/resources/crowdstrike-closes-100-million-financing-round-led-google-capital/ ⏎ Q ⏎ 
4457,namedEntities,Senate,,0,>>9575226 ⏎ Logical thinking. ⏎ Do you hold hearings [before or after] select item(s) DECLAS? ⏎ How do you exert maximum pressure (publicly)?  ⏎ SENATE WAS THE TARGET. ⏎ Q ⏎ 
4461,namedEntities,God,God,1,Only when evil is forced into the light can we defeat it.  ⏎ Only when they can no longer operate in the [shadows] can people see the truth for themselves. ⏎ Only when people see the truth [for themselves] will people understand the true nature of their deception.  ⏎ Seeing is Believing.  ⏎ Sometimes you can't tell the public the truth. ⏎ YOU MUST SHOW THEM. ⏎ ONLY THEN WILL PEOPLE FIND THE WILL TO CHANGE. ⏎ It had to be this way. ⏎ This is not another 4-year election. ⏎ GOD WINS. ⏎ Q ⏎ 
4468,namedEntities,Daily Beast,Daily Beast,1,"https://twitter.com/MollyJongFast/status/1271909520135110658 ⏎ The Daily ""Beast."" ⏎ Q ⏎ "
4489,namedEntities,Biden,,0,https://www.youtube.com/watch?v=qlqWMazIYUQ ⏎ Focus @: 21:45  ⏎ Can you see and understand their attempts to slow-stop accountability?  ⏎ Who benefits the most? ⏎ COVID-2 [C]: Lockdown(s) ⏎ Lockdown(s) +C: POTUS economic gains wiped ⏎ Lockdown(s) +C: POTUS unemployment gains wiped ⏎ Lockdown(s) +C: POTUS rally hold [prevent gathering_dim energy] ⏎ Lockdown(s) +C: Close churche(s) _other person-to-person [keep in isolation _dim energy _fear no hope] ⏎ Lockdown(s) +C: Inc death toll _[D] mayor(s)/gov(s) push COVID positive seniors to hot zone(s) [senior (home) care facilities] _retain FEAR & lockdown (isolate _control) _combine pneumonia influenza death count w/ COVID [inc death toll] ⏎ Lockdown(s) +C: BIDEN hideaway prevent 'self-embarrassment'  ⏎ Lockdown(s) +C: [D] state mail-in-ballot doorstep flood ⏎ Lockdown(s) +C: Build public unrest _[future BLM (4)-year push] ⏎ Lockdown(s) +C: Rel
4489,namedEntities,Biden,,0,https://www.youtube.com/watch?v=qlqWMazIYUQ ⏎ Focus @: 21:45  ⏎ Can you see and understand their attempts to slow-stop accountability?  ⏎ Who benefits the most? ⏎ COVID-2 [C]: Lockdown(s) ⏎ Lockdown(s) +C: POTUS economic gains wiped ⏎ Lockdown(s) +C: POTUS unemployment gains wiped ⏎ Lockdown(s) +C: POTUS rally hold [prevent gathering_dim energy] ⏎ Lockdown(s) +C: Close churche(s) _other person-to-person [keep in isolation _dim energy _fear no hope] ⏎ Lockdown(s) +C: Inc death toll _[D] mayor(s)/gov(s) push COVID positive seniors to hot zone(s) [senior (home) care facilities] _retain FEAR & lockdown (isolate _control) _combine pneumonia influenza death count w/ COVID [inc death toll] ⏎ Lockdown(s) +C: BIDEN hideaway prevent 'self-embarrassment'  ⏎ Lockdown(s) +C: [D] state mail-in-ballot doorstep flood ⏎ Lockdown(s) +C: Build public unrest _[future BLM (4)-year push] ⏎ Lockdown(s) +C: Rel
4489,namedEntities,Biden,,0,https://www.youtube.com/watch?v=qlqWMazIYUQ ⏎ Focus @: 21:45  ⏎ Can you see and understand their attempts to slow-stop accountability?  ⏎ Who benefits the most? ⏎ COVID-2 [C]: Lockdown(s) ⏎ Lockdown(s) +C: POTUS economic gains wiped ⏎ Lockdown(s) +C: POTUS unemployment gains wiped ⏎ Lockdown(s) +C: POTUS rally hold [prevent gathering_dim energy] ⏎ Lockdown(s) +C: Close churche(s) _other person-to-person [keep in isolation _dim energy _fear no hope] ⏎ Lockdown(s) +C: Inc death toll _[D] mayor(s)/gov(s) push COVID positive seniors to hot zone(s) [senior (home) care facilities] _retain FEAR & lockdown (isolate _control) _combine pneumonia influenza death count w/ COVID [inc death toll] ⏎ Lockdown(s) +C: BIDEN hideaway prevent 'self-embarrassment'  ⏎ Lockdown(s) +C: [D] state mail-in-ballot doorstep flood ⏎ Lockdown(s) +C: Build public unrest _[future BLM (4)-year push] ⏎ Lockdown(s) +C: Rel
4492,namedEntities,Yale Medicine,Yale Medicine,1,"https://twitter.com/SteveScalise/status/1274829394981388296 ⏎ How is it possible select [D] governors thought it was 'safe' to push COVID-19 positive elderly patients back into nursing homes [hot zones]? ⏎ https://medicine.yale.edu/news/medicineatyale/why-flu-is-deadly-among-the-elderly/ ⏎ ""Each year, 90 percent of deaths worldwide related to influenza-A virus (IAV) strike men and women aged 65 and older."" ⏎ If the flu [influenza] is more deadly among the elderly [known] HOW IS IT POSSIBLE SELECT [D] GOVERNORS THOUGHT IT WAS 'SAFE' TO PUSH COVID-19 POSITIVE ELDERLY PATIENTS BACK INTO NURSING HOMES [HOT ZONES]? ⏎ WHY WOULD THIS BE DIRECTED IF HOSPITALS [+US NAVY MEDICAL SHIPS [NYC-CA] +ERECTED CARE FACILITIES] HAD MORE THAN 70% CAPACITY? ⏎ https://criminal.findlaw.com/criminal-charges/third-degree-murder-overview.html ⏎ Someone can be accused of third-degree murder if they unintentionally"
4492,namedEntities,US Navy,US Navy,1,"https://twitter.com/SteveScalise/status/1274829394981388296 ⏎ How is it possible select [D] governors thought it was 'safe' to push COVID-19 positive elderly patients back into nursing homes [hot zones]? ⏎ https://medicine.yale.edu/news/medicineatyale/why-flu-is-deadly-among-the-elderly/ ⏎ ""Each year, 90 percent of deaths worldwide related to influenza-A virus (IAV) strike men and women aged 65 and older."" ⏎ If the flu [influenza] is more deadly among the elderly [known] HOW IS IT POSSIBLE SELECT [D] GOVERNORS THOUGHT IT WAS 'SAFE' TO PUSH COVID-19 POSITIVE ELDERLY PATIENTS BACK INTO NURSING HOMES [HOT ZONES]? ⏎ WHY WOULD THIS BE DIRECTED IF HOSPITALS [+US NAVY MEDICAL SHIPS [NYC-CA] +ERECTED CARE FACILITIES] HAD MORE THAN 70% CAPACITY? ⏎ https://criminal.findlaw.com/criminal-charges/third-degree-murder-overview.html ⏎ Someone can be accused of third-degree murder if they unintentionally"
